set	gene
both	Csrnp2
both	Tfcp2
both	Pou6f1
both	C330013E15Rik
both	Slc4a8
both	Acvr1b
both	A330009N23Rik
both	Nr4a1
both	Atg101
both	Mir1941
both	Eif4b
both	Spryd3
both	Igfbp6
both	Zfp740
both	Itgb7
both	Rarg
both	Mfsd5
both	Espl1
both	Myg1
both	Aaas
both	Sp1
both	Prr13
both	Pcbp2
both	Map3k12
both	Atf7
both	Atp5g2
both	Calcoco1
both	Smug1
both	Cbx5
both	Copz1
both	Itga5
both	Pde1b
both	Zfp263
both	Zfp174
both	Zfp597
both	Naa60
both	Gm41410
both	Trap1
both	Crebbp
both	Adcy9
both	Tfap4
both	Glis2
both	Vasn
both	Coro7
both	Dnaja3
both	Nmral1
both	Hmox2
both	Cdip1
both	Ubald1
both	Mgrn1
both	Nudt16l1
both	Anks3
both	Rogdi
both	Glyr1
both	Ppl
both	Sec14l5
both	Alg1
both	Eef2kmt
both	Mettl22
both	Abat
both	Tmem186
both	Carhsp1
both	Usp7
both	1810013L24Rik
both	Atf7ip2
both	Nubp1
both	Tvp23a
both	Dexi
both	Clec16a
both	Litaf
both	Gm4262
both	Snn
both	Txndc11
both	Zc3h7a
both	Rsl1d1
both	Gspt1
both	Snx29
both	Cpped1
both	Ercc4
both	Mrtfb
both	2310015D24Rik
both	Parn
both	Bfar
both	Rrn3
both	Ntan1
both	Pdxdc1
both	Marf1
both	Nde1
both	Fopnl
both	Snai2
both	Ube2v2
both	Mcm4
both	Mzt2
both	Cebpd
both	Spidr
both	Pkp2
both	Yars2
both	Dnm1l
both	Fgd4
both	Vpreb1
both	Ppm1f
both	Mapk1
both	Ypel1
both	Ppil2
both	Sdf2l1
both	Ydjc
both	Hic2
both	Tmem191c
both	Pi4ka
both	Crkl
both	Lztr1
both	Thap7
both	Lrrc74b
both	Smpd4
both	Ccdc74a
both	Med15
both	Klhl22
both	Dgcr2
both	Ess2
both	Slc25a1
both	Dgcr6
both	Prodh
both	Ranbp1
both	Dgcr8
both	Tango2
both	Arvcf
both	Gnb1l
both	Cdc45
both	2510002D24Rik
both	Mrpl40
both	B3gnt5
both	Klhl24
both	Yeats2
both	Parl
both	Abcc5
both	Eif2b5
both	Dvl3
both	Ap2m1
both	Gm15760
both	Alg3
both	Camk2n2
both	Ece2
both	Psmd2
both	Eif4g1
both	Clcn2
both	Ephb3
both	Magef1
both	Vps8
both	2510009E07Rik
both	1300002E11Rik
both	Tmem41a
both	Senp2
both	Igf2bp2
both	Tra2b
both	Etv5
both	Tbccd1
both	Fetub
both	Eif4a2
both	Rfc4
both	Lpp
both	A230028O05Rik
both	P3h2
both	Cldn1
both	Il1rap
both	Ccdc50
both	Opa1
both	Gm46567
both	4632428C04Rik
both	Hes1
both	Atp13a3
both	Tmem44
both	Lsg1
both	Fam43a
both	Xxylt1
both	Acap2
both	Ppp1r2
both	Bdh1
both	Dlg1
both	Pigz
both	0610012G03Rik
both	Senp5
both	Pak2
both	Pigx
both	Fbxo45
both	Rnf168
both	Ubxn7
both	Tctex1d2
both	Pcyt1a
both	Tfrc
both	Tnk2
both	Rubcn
both	Lrch3
both	Iqcg
both	Lmln
both	Osbpl11
both	Snx4
both	1700007L15Rik
both	Zfp148
both	Ccdc14
both	Mylk
both	Hacd2
both	Sec22a
both	Pdia5
both	Slc49a4
both	Parp9
both	Kpna1
both	Wdr5b
both	Fam162a
both	Eaf2
both	Fbxo40
both	Polq
both	Stxbp5l
both	Gtf2e1
both	Ndufb4
both	Fstl1
both	Lrrc58
both	Gsk3b
both	Maats1
both	Cox17
both	Adprh
both	Timmdc1
both	Poglut1
both	Tmem39a
both	Arhgap31
both	Igsf11
both	4932412D23Rik
both	Tigit
both	Qtrt2
both	Atp6v1a
both	Usf3
both	Spice1
both	Mir3081
both	Nepro
both	Gtpbp8
both	Ccdc80
both	Slc35a5
both	Abhd10
both	Phldb2
both	Gm15638
both	Plcxd2
both	Nectin3
both	Dzip3
both	Ift57
both	Cd47
both	Bbx
both	G730013B05Rik
both	Dubr
both	Cblb
both	Alcam
both	Nfkbiz
both	Nxpe3
both	Cep97
both	Rpl24
both	Zbtb11
both	Pcnp
both	Trmt10c
both	Senp7
both	Tfg
both	Tmem45a
both	Tomm70a
both	Nit2
both	Tbc1d23
both	Filip1l
both	Cmss1
both	Col8a1
both	Dcbld2
both	St3gal6
both	Cpox
both	Cldnd1
both	Riox2
both	Crybg3
both	Arl6
both	Nsun3
both	Arl13b
both	Pros1
both	Epha3
both	4930453N24Rik
both	Zfp654
both	Chmp2b
both	Vgll3
both	Cadm2
both	Gbe1
both	Robo1
both	Robo2
both	Rbm11
both	Hspa13
both	Nrip1
both	Usp25
both	Cxadr
both	Gm7334
both	D16Ertd472e
both	Mrpl39
both	Atp5j
both	App
both	Adamts1
both	Adamts5
both	N6amt1
both	Ltn1
both	Rwdd2b
both	Usp16
both	Cct8
both	Map3k7cl
both	Bach1
both	Tiam1
both	Gm10789
both	Sod1
both	Scaf4
both	Mis18a
both	Urb1
both	Cfap298
both	Synj1
both	Paxbp1
both	Ifnar2
both	Il10rb
both	A930006K02Rik
both	Ifnar1
both	Tmem50b
both	Gart
both	Donson
both	Cryzl1
both	Smim11
both	Rcan1
both	Runx1
both	Setd4
both	Cbr3
both	Dop1b
both	Morc3
both	Chaf1b
both	Hlcs
both	Pigp
both	Vps26c
both	Dyrk1a
both	Ets2
both	Psmg1
both	Brwd1
both	Hmgn1
both	Get1
both	Lca5l
both	Prdm15
both	C2cd2
both	Zbtb21
both	B230307C23Rik
both	A630089N07Rik
both	Pisd-ps2
both	Scaf8
both	Tiam2
both	Tfb1m
both	Arid1b
both	Ldhal6b
both	Tmem242
both	Zdhhc14
both	Synj2
both	Serac1
both	Tulp4
both	Dynlt1a
both	Dynlt1b
both	Dynlt1c
both	Dynlt1f
both	Ezr
both	Rsph3b
both	Rps6ka2
both	Rsph3a
both	Mpc1
both	Sft2d1
both	Qk
both	Pacrg
both	Agpat4
both	Map3k4
both	Igf2r
both	Mrpl18
both	Acat3
both	Acat2
both	Wtap
both	Sod2
both	Afdn
both	Smoc2
both	Wdr27
both	Phf10
both	Fam120b
both	Psmb1
both	Pdcd2
both	Prdm9
both	Chd1
both	Rgmb
both	Gm51425
both	Zfp960
both	Gm5165
both	Gm6712
both	Riok2
both	Lnpep
both	Ppp2r1a
both	Zfp160
both	Zfp677
both	Zfp54
both	Zfp51
both	Zfp53
both	Zfp52
both	Zfp948
both	Zfp983
both	Gm10509
both	Zfp760
both	Zfp229
both	Zfp820
both	Zfp995
both	Zfp942
both	Zfp947
both	Zfp994
both	Gm7072
both	Zfp944
both	Zfp946
both	Gm16386
both	Zfp40
both	6330415G19Rik
both	Zfp213
both	Zfp13
both	Hcfc1r1
both	Tnfrsf12a
both	Pkmyt1
both	Paqr4
both	Flywch1
both	Srrm2
both	Elob
both	Kctd5
both	Pdpk1
both	Amdhd2
both	Atp6v0c
both	Tedc2
both	Ccnf
both	Abca17
both	D330041H03Rik
both	Eci1
both	Pgp
both	Mlst8
both	Traf7
both	Pkd1
both	Tsc2
both	Zfp598
both	Gfer
both	Snora78
both	Ndufb10
both	Msrb1
both	Meiob
both	Fahd1
both	Spsb3
both	Jpt2
both	Cramp1l
both	Telo2
both	Clcn7
both	Unkl
both	Ube2i
both	Sox8
both	Lmf1
both	Chtf18
both	Ciao3
both	Haghl
both	Mir3082
both	Rhot2
both	Wdr90
both	Mcrip2
both	Mettl26
both	Rab40c
both	Pigq
both	Capn15
both	Decr2
both	Mrpl28
both	Axin1
both	Fam234a
both	Luc7l
both	Atp6v0e
both	Crebrf
both	Kifc5b
both	Phf1
both	Cuta
both	Zbtb9
both	Itpr3
both	Uqcc2
both	Lemd2
both	Hmga1
both	Nudt3
both	Rps10
both	Ilrun
both	Snrpc
both	Uhrf1bp1
both	Taf11
both	Zfp523
both	Ppard
both	Fance
both	Rpl10a
both	Tead3
both	Fkbp5
both	Slc26a8
both	Brpf3
both	Kctd20
both	Stk38
both	Srsf3
both	Cdkn1a
both	BC004004
both	Mtch1
both	Pim1
both	Tmem217
both	Gm28043
both	Cmtr1
both	Ccdc167
both	Zfand3
both	Btbd9
both	Glo1
both	Wdr4
both	Ndufv3
both	Pknox1
both	Cbs
both	U2af1
both	Sik1
both	Pdxk-ps
both	Brd4
both	Akap8l
both	Wiz
both	Cyp4f17
both	Cyp4f16
both	Zfp871
both	Zfp870
both	Cyp4f13
both	Cyp4f41-ps
both	Zfp763
both	Zfp563
both	Zfp81
both	Zfp101
both	Adamts10
both	Zfp414
both	Hnrnpm
both	Marchf2
both	Kank3
both	Rps28
both	Cd320
both	Kifc1
both	BC051226
both	Zbtb22
both	Rgl2
both	Pfdn6
both	B3galt4
both	Rps18
both	H2-K2
both	AA388235
both	H2-K1
both	Ring1
both	Slc39a7
both	Brd2
both	Psmb9
both	Rnf5
both	Ppt2
both	Atf6b
both	Stk19
both	Skiv2l
both	Zbtb12
both	Neu1
both	Hspa1b
both	Hspa1a
both	D17H6S56E-5
both	Msh5
both	Abhd16a
both	Csnk2b
both	Bag6
both	Prrc2a
both	Atp6v1g2
both	Ddx39b
both	H2-D1
both	Tcf19
both	Gtf2h4
both	Ddr1
both	4833427F10Rik
both	Ier3
both	Tubb5
both	Mdc1
both	Nrm
both	Ppp1r18
both	Dhx16
both	2310061I04Rik
both	Atat1
both	Mrps18b
both	Abcf1
both	Prr3
both	H2-T9
both	Rpp21
both	Trim39
both	Trim26
both	Rnf39
both	Ppp1r11
both	Znrd1
both	H2-M5
both	Zfp57
both	Gabbr1
both	H2-M3
both	Rn45s
both	9130008F23Rik
both	Cenpq
both	Ptchd4
both	Cd2ap
both	Tnfrsf21
both	Pla2g7
both	1700071M16Rik
both	Slc25a27
both	Rcan2
both	Enpp4
both	Supt3
both	Runx2
both	Cdc5l
both	Spats1
both	Aars2
both	Nfkbie
both	Slc35b2
both	Hsp90ab1
both	Slc29a1
both	Tmem63b
both	Mrps18a
both	Mad2l1bp
both	Polh
both	Tjap1
both	Dlk2
both	Abcc10
both	Zfp318
both	Dnph1
both	Mir6976
both	Srf
both	Klc4
both	Cul7
both	Rrp36
both	Mea1
both	Ppp2r5d
both	Pex6
both	Cnpy3
both	2310039H08Rik
both	Rpl7l1
both	Tbcc
both	Ubr2
both	Trerf1
both	Taf8
both	Ccnd3
both	Bysl
both	Usp49
both	Tomm6os
both	Prickle4
both	Tfeb
both	Foxp4
both	Nfya
both	Mocs1
both	Tbc1d5
both	Rab5a
both	Kat2b
both	Sgo1
both	Pot1b
both	Zfp119a
both	Zfp959
both	Zfp119b
both	Yju2
both	Stap2
both	Sh3gl1
both	Chaf1a
both	Ubxn6
both	Tnfaip8l1
both	Mydgf
both	Dpp9
both	Fem1a
both	Ticam1
both	Plin3
both	Uhrf1
both	Kdm4b
both	Ptprs
both	Safb2
both	Micos13
both	Lonp1
both	Ranbp3
both	Vmac
both	Dus3l
both	Rfx2
both	Mllt1
both	Clpp
both	Alkbh7
both	Gtf2f1
both	Khsrp
both	Slc25a23
both	Tnfsf9
both	Gpr108
both	Trip10
both	Nudt12
both	Fbxl17
both	Fer
both	Pja2
both	Man2a1
both	Vapa
both	Ppp4r1
both	Ralbp1
both	Twsg1
both	Ankrd12
both	Ndufv2
both	Washc1
both	Ddx11
both	Themis3
both	Ptprm
both	Lama1
both	Arhgap28
both	Epb41l3
both	Zbtb14
both	C030034I22Rik
both	Tgif1
both	Myl12a
both	Lpin2
both	Smchd1
both	Ndc80
both	Spdya
both	Trmt61b
both	Wdr43
both	Clip4
both	Ypel5
both	Lbh
both	Lclat1
both	Memo1
both	Dpy30
both	Spast
both	Slc30a6
both	Yipf4
both	Birc6
both	Ttc27
both	Ltbp1
both	Rasgrp3
both	Fam98a
both	Crim1
both	Fez2
both	Strn
both	Heatr5b
both	Eif2ak2
both	Cebpzos
both	Cebpz
both	Qpct
both	Cyp1b1
both	Atl2
both	Hnrnpll
both	Galm
both	Srsf7
both	Gemin6
both	Morn2
both	Sos1
both	Map4k3
both	Thumpd2
both	Eml4
both	Cox7a2l
both	Zfp36l2
both	Thada
both	Plekhh2
both	Dync2li1
both	Lrpprc
both	Ppm1b
both	Prepl
both	Six2
both	Srbd1
both	Prkce
both	Epas1
both	Rhoq
both	Pigf
both	Socs5
both	Mcfd2
both	4833418N02Rik
both	Calm2
both	Msh2
both	Msh6
both	Fbxo11
both	Foxn2
both	Ppp1r21
both	Mettl4
both	Gm1976
both	Crem
both	Gm6225
both	Cul2
both	Bambi
both	Map3k8
both	Mtpap
both	Jcad
both	Svil
both	Zfp438
both	Zeb1
both	Arhgap12
both	Kif5b
both	Mir1893
both	Epc1
both	Rab18
both	Mpp7
both	Wac
both	Fzd8
both	Ccny
both	Colec12
both	Thoc1
both	Usp14
both	Rock1
both	Greb1l
both	Snrpd1
both	Abhd3
both	Mib1
both	Gata6
both	Rbbp8
both	Cables1
both	Tmem241
both	Riok3
both	Rmc1
both	Npc1
both	Ankrd29
both	Ttc39c
both	Cabyr
both	Osbpl1a
both	Zfp521
both	Ss18
both	Taf4b
both	Kctd1
both	Cdh2
both	B4galt6
both	Trappc8
both	Rnf125
both	Rnf138
both	Garem1
both	Nol4
both	Mapre2
both	Zfp397
both	Zfp35
both	Zfp24
both	Ino80c
both	Galnt1
both	Rprd1a
both	Slc39a6
both	Fhod3
both	Tpgs2
both	Pik3c3
both	Slc25a46
both	Sap130
both	Ammecr1l
both	Polr2d
both	Wdr33
both	Sft2d3
both	Iws1
both	Map3k2
both	Bin1
both	Tslp
both	Wdr36
both	Stard4
both	Nrep
both	Epb41l4aos
both	Epb41l4a
both	Apc
both	Srp19
both	Reep5
both	Pkd2l2
both	Fam13b
both	Kif20a
both	Cdc23
both	Cdc25c
both	Fam53c
both	Kdm3b
both	Egr1
both	Etf1
both	Hspa9
both	Ctnna1
both	Sil1
both	Snhg4
both	Matr3
both	Paip2
both	Spata24
both	Dnajc18
both	Ube2d2a
both	Nrg2
both	Pura
both	Cystm1
both	Hbegf
both	Ankhd1
both	Sra1
both	Slc35a4
both	Cd14
both	Tmco6
both	Ndufa2
both	Wdr55
both	Hars
both	Zmat2
both	Vaultrc5
both	Taf7
both	Pcdhgc3
both	Diaph1
both	Hdac3
both	Fchsd1
both	1700086O06Rik
both	Rnf14
both	Gnpda1
both	Ndfip1
both	Arhgap26
both	Nr3c1
both	Yipf5
both	Prelid2
both	Lars
both	Gm4013
both	Tcerg1
both	Dpysl3
both	Dcp2
both	A930012L18Rik
both	Ythdc2
both	Trim36
both	Pggt1b
both	Ccdc112
both	Fem1c
both	Tmed7
both	Cdo1
both	Atg12
both	Commd10
both	Sema6a
both	Dtwd2
both	Dmxl1
both	Tnfaip8
both	Hsd17b4
both	Srfbp1
both	Lox
both	Snx2
both	Ppic
both	Cep120
both	Csnk1g3
both	Gramd3
both	Aldh7a1
both	Phax
both	Lmnb1
both	Marchf3
both	C330018D20Rik
both	Prrc1
both	4930511M06Rik
both	Slc12a2
both	Chsy3
both	Smim3
both	Dctn4
both	Rbm22
both	Synpo
both	Rps14
both	Tcof1
both	Mir7220
both	Hmgxb3
both	Slc26a2
both	Csnk1a1
both	Bvht
both	Carmn
both	Pcyox1l
both	Grpel2
both	Adrb2
both	Fbxo38
both	Spink13
both	Apcdd1
both	Napg
both	Piezo2
both	Txnl1
both	Wdr7
both	Onecut2
both	Fech
both	Nars
both	Nedd4l
both	Malt1
both	Zfp532
both	Sec11c
both	Lman1
both	Ccbe1
both	Chmp1b
both	Mppe1
both	Impa2
both	Tubb6
both	Afg3l2
both	Cep76
both	Ptpn2
both	Seh1l
both	4930549G23Rik
both	Fam210a
both	Mc5r
both	Tcf4
both	Rab27b
both	Poli
both	Mbd2
both	Mex3c
both	Smad4
both	Elac1
both	Me2
both	Ska1
both	Cxxc1
both	Mbd1
both	Scarna17
both	BC031181
both	Dym
both	Gm20544
both	Ctif
both	Zbtb7c
both	Smad2
both	Ier3ip1
both	Hdhd2
both	Katnal2
both	Pias2
both	8030462N17Rik
both	Haus1
both	Pstpip2
both	Epg5
both	Setbp1
both	Pard6g
both	Adnp2
both	Rbfa
both	Txnl4a
both	Slc66a2
both	Ctdp1
both	Atp9b
both	Zfp236
both	4930445N18Rik
both	Zfp516
both	Tshz1
both	Zfp407
both	Cndp2
both	Cyb5a
both	Timm21
both	Socs6
both	Rttn
both	Tmx3
both	Gm45871
both	Ighmbp2
both	Cpt1a
both	Tesmin
both	Ppp6r3
both	1810055G02Rik
both	Kmt5b
both	Gm51271
both	Ndufs8
both	Acy3
both	Nudt8
both	Ndufv1
both	Gstp1
both	Cdk2ap2
both	Pitpnm1
both	Aip
both	Coro1b
both	Rps6kb2
both	Tbc1d10c
both	Rad9a
both	Clcf1
both	Pold4
both	Mir6985
both	Ankrd13d
both	Grk2
both	Kdm2a
both	2010003K11Rik
both	Pcx
both	Lrfn4
both	Mir6986
both	Rbm4b
both	Rbm4
both	Gm21992
both	Ccs
both	Actn3
both	Dpp3
both	Peli3
both	Mrpl11
both	Slc29a2
both	B4gat1
both	Brms1
both	Rin1
both	Yif1a
both	Rab1b
both	Pacs1
both	Sf3b2
both	Banf1
both	D330050I16Rik
both	Drap1
both	Fosl1
both	Ccdc85b
both	Efemp2
both	Mus81
both	Cfl1
both	Snx32
both	Ap5b1
both	Rnaseh2c
both	Kat5
both	Rela
both	Sipa1
both	Pcnx3
both	Ehbp1l1
both	Znrd2
both	Scyl1
both	Malat1
both	Neat1
both	Slc25a45
both	Tigd3
both	Dpf2
both	Cdc42ep2
both	Syvn1
both	Mrpl49
both	Vps51
both	Sac3d1
both	Snx15
both	Mir12193
both	Arl2
both	Ppp2r5b
both	Atg2a
both	Ehd1
both	Cdc42bpg
both	Men1
both	Sf1
both	Nrxn2
both	Rps6ka4
both	Trmt112
both	Esrra
both	Gpr137
both	Ppp1r14b
both	Fkbp2
both	Dnajc4
both	Nudt22
both	Stip1
both	Macrod1
both	Otub1
both	Cox8a
both	Naa40
both	Rcor2
both	Mark2
both	1700105P06Rik
both	2700081O15Rik
both	Rtn3
both	Atl3
both	Plaat3
both	Slc3a2
both	Wdr74
both	1700092M07Rik
both	1700023D09Rik
both	Tmem179b
both	Taf6l
both	Polr2g
both	Zbtb3
both	Ttc9c
both	Bscl2
both	Lrrn4cl
both	Ubxn1
both	5730408K05Rik
both	Ganab
both	B3gat3
both	Rom1
both	Mta2
both	Tut1
both	Eef1g
both	Ahnak
both	Asrgl1
both	Incenp
both	Fth1
both	Rab3il1
both	Fads3
both	Fads2
both	Fads1
both	Fen1
both	Syt7
both	Lrrc10b
both	Sdhaf2
both	Tmem216
both	Tmem138
both	Tkfc
both	Vps37c
both	A430093F15Rik
both	Tmem132a
both	Tmem109
both	Prpf19
both	Ccdc86
both	Mrpl16
both	Patl1
both	Osbp
both	Dtx4
both	Fam111a
both	A330040F15Rik
both	Gm44505
both	Tle4
both	Psat1
both	Cep78
both	Gnaq
both	Gna14
both	Vps13a
both	Prune2
both	Gcnt1
both	Rfk
both	Ostf1
both	Carnmt1
both	D030056L22Rik
both	Rorb
both	Anxa1
both	4930554I06Rik
both	Zfand5
both	1110059E24Rik
both	Cemip2
both	Trpm3
both	Klf9
both	Smc5
both	Ptar1
both	Apba1
both	Tjp2
both	Fxn
both	Fam122a
both	Cbwd1
both	Kank1
both	Smarca2
both	Vldlr
both	Pum3
both	Rfx3
both	Glis3
both	4430402I18Rik
both	Cdc37l1
both	Rcl1
both	Jak2
both	Insl6
both	Plgrkt
both	A930007I19Rik
both	Ermp1
both	9930021J03Rik
both	Ranbp6
both	Il33
both	Uhrf2
both	Cstf2t
both	Sgms1
both	Minpp1
both	Papss2
both	Atad1
both	Pten
both	Rnls
both	Stambpl1
both	Lipa
both	Ifit2
both	Ifit3b
both	Pank1
both	Kif20b
both	Rpp30
both	Ankrd1
both	Pcgf5
both	Hectd2
both	Ppp1r3c
both	Tnks2
both	Fgfbp3
both	Btaf1
both	Cpeb3
both	4931408D14Rik
both	Kif11
both	Hhex
both	Exoc6
both	Cep55
both	Fra10ac1
both	Noc3l
both	Tbc1d12
both	Hells
both	Pdlim1
both	Sorbs1
both	Aldh18a1
both	Tctn3
both	Ccnj
both	Mir8092
both	Tll2
both	Tm9sf3
both	Lcor
both	Arhgap19
both	Frat1
both	Frat2
both	Pgam1
both	Exosc1
both	Mms19
both	Ankrd2
both	Hoga1
both	Morn4
both	Pi4k2a
both	Avpi1
both	Zfyve27
both	R3hcc1l
both	Loxl4
both	Hps1
both	Got1
both	Slc25a28
both	Entpd7
both	Cox15
both	Dnmbp
both	Erlin1
both	Chuk
both	Cwf19l1
both	Bloc1s2
both	Scd2
both	Scd1
both	Ndufb8
both	Hif1an
both	Slf2
both	Twnk
both	Kazald1
both	Btrc
both	Poll
both	Oga
both	4930505N22Rik
both	Hps6
both	Ldb1
both	Pprc1
both	Nolc1
both	Pitx3
both	Gbf1
both	Nfkb2
both	Psd
both	Cuedc2
both	Mfsd13a
both	Actr1a
both	Trim8
both	Arl3
both	Wbp1l
both	Borcs7
both	Cnnm2
both	Nt5c2
both	Pcgf6
both	Taf5
both	Calhm2
both	Neurl1a
both	Stn1
both	Slk
both	Sfr1
both	Gsto1
both	Gsto2
both	Itprip
both	Sorcs1
both	Xpnpep1
both	Add3
both	Mxi1
both	Smndc1
both	Dusp5
both	Smc3
both	Pdcd4
both	Adra2a
both	Gpam
both	Gucy2g
both	Acsl5
both	Zdhhc6
both	Tcf7l2
both	Dclre1a
both	Ccdc186
both	Afap1l2
both	4930449E18Rik
both	B230217O12Rik
both	Trub1
both	6720468P15Rik
both	Atrnl1
both	Eno4
both	Pdzd8
both	Emx2os
both	Rab11fip2
both	Fam204a
both	Cacul1
both	Nanos1
both	Eif3a
both	Fam45a
both	Sfxn4
both	Prdx3
both	Grk5
both	Zfp950
both	Csf2ra
both	Fam171a1
both	Nmt2
both	Rpp38
both	Meig1
both	Suv39h2
both	Hspa14
both	Fam107b
both	Frmd4a
both	Prpf18
both	Sephs1
both	Phyh
both	Mcm10
both	Optn
both	Camk1d
both	Nudt5
both	Sec61a2
both	Dhtkd1
both	Upf2
both	Proser2
both	Echdc3
both	Usp6nl
both	Gata3
both	Taf3
both	Atp5c1
both	Gm13293
both	Pfkfb3
both	Rbm17
both	Fbh1
both	E030013I19Rik
both	Mindy3
both	Pter
both	Rsu1
both	Trdmt1
both	Vim
both	Hacd1
both	Stamos
both	Cacnb2
both	Nsun6
both	Plxdc2
both	Nebl
both	Gm17762
both	Mllt10
both	Dnajc1
both	Commd3
both	Bmi1
both	Msrb2
both	4921504E06Rik
both	Otud1
both	Gm13375
both	Enkur
both	Apbb1ip
both	Pdss1
both	Abi1
both	Acbd5
both	Mastl
both	Spopl
both	Il1rn
both	Psd4
both	Cacna1b
both	Ehmt1
both	Arrdc1
both	Zmynd19
both	Mrpl41
both	Nsmf
both	Nrarp
both	Tor4a
both	Nelfb
both	Tubb4b
both	Ndor1
both	Tprn
both	Ssna1
both	AA543186
both	Dpp7
both	Uap1l1
both	Sapcd2
both	Paxx
both	C8g
both	Traf2
both	Edf1
both	Phpt1
both	Rabl6
both	Tmem141
both	Camsap1
both	Tmem250-ps
both	Qsox2
both	Snapc4
both	Entr1
both	Inpp5e
both	Sec16a
both	Agpat2
both	Snora17
both	Surf6
both	Med22
both	Surf4
both	Rexo4
both	Cacfd1
both	Slc2a6
both	Sardh
both	Vav2
both	Brd3os
both	Brd3
both	Wdr5
both	Col5a1
both	1700007K13Rik
both	Ralgds
both	Gtf3c5
both	Tsc1
both	Gtf3c4
both	Ttf1
both	Setx
both	Med27
both	Coq4
both	Slc27a4
both	Urm1
both	Cercam
both	Odf2
both	Sptan1
both	Wdr34
both	Set
both	Zdhhc12
both	Zer1
both	Tbc1d13
both	Endog
both	Spout1
both	Kyat1
both	1700084E18Rik
both	Dolk
both	Sh3glb2
both	Miga2
both	Dolpp1
both	Crat
both	Ptpa
both	Ntmt1
both	Tor1a
both	BC005624
both	Fnbp1
both	Ass1
both	Fubp3
both	Exosc2
both	Gm13427
both	Abl1
both	Qrfp
both	Nup214
both	Pomt1
both	Uck1
both	Swi5
both	Gm23363
both	Ciz1
both	1110008P14Rik
both	Slc25a25
both	Naif1
both	Fam102a
both	Pip5kl1
both	St6galnac4
both	St6galnac6
both	Ak1
both	Mir1954
both	Fpgs
both	Cdk9
both	Sh2d3c
both	Tor2a
both	Ttc16
both	Stxbp1
both	Fam129b
both	Lrsam1
both	Slc2a8
both	Garnl3
both	Angptl2
both	Ralgps1
both	Pbx3
both	Mapkap1
both	Hspa5
both	Rabepk
both	Fbxw2
both	Psmd5
both	Phf19
both	Cntrl
both	Rab14
both	Gsn
both	Stom
both	Ggta1
both	Dab2ip
both	Ndufa8
both	Lhx6
both	Mrrf
both	Pdcl
both	Rc3h2
both	Zbtb6
both	Zbtb26
both	Rabgap1
both	Dennd1a
both	Lhx2
both	Nek6
both	Psmb7
both	Nr6a1
both	Wdr38
both	Rpl35
both	Arpc5l
both	Golga1
both	Scai
both	Ppp6c
both	Gtdc1
both	Acvr2a
both	Orc4
both	Epc2
both	Lypd6
both	Mmadhc
both	Rnd3
both	Arl5a
both	Cacnb4
both	Stam2
both	Prpf40a
both	Rprm
both	Galnt13
both	Nr4a2
both	BB557941
both	Gpd2
both	Acvr1
both	Ccdc148
both	Wdsub1
both	Marchf7
both	Ly75
both	Tank
both	Psmd14
both	Gca
both	Fign
both	Grb14
both	Cobll1
both	Scn2a
both	Ttc21b
both	Cers6
both	Spc25
both	Dhrs9
both	Bbs5
both	Fastkd1
both	Ccdc173
both	Ssb
both	Mettl5
both	Ubr3
both	Gorasp2
both	Tlk1
both	Mettl8
both	Dync1i2
both	Slc25a12
both	Hat1
both	Metap1d
both	Dlx1
both	Platr26
both	Itga6
both	Pdk1
both	Sp3
both	Ola1
both	Cir1
both	Gpr155
both	Atf2
both	Atp5g3
both	Lnpk
both	Hoxd13
both	Mtx2
both	Hnrnpa3
both	Nfe2l2
both	Agps
both	Ttc30b
both	Ttc30a1
both	Rbm45
both	Osbpl6
both	Prkra
both	Plekha3
both	Sestd1
both	Cwc22
both	Itprid2
both	Dnajc10
both	Nckap1
both	Dusp19
both	Nup35
both	Zc3h15
both	Itgav
both	Fam171b
both	Ctnnd1
both	Selenoh
both	Tmx2
both	Zdhhc5
both	Clp1
both	Ube2l6
both	Timm10
both	P2rx3
both	Tnks1bp1
both	Ptprj
both	Fnbp4
both	Mtch2
both	Ndufs3
both	Celf1
both	Psmc3
both	Slc39a13
both	Madd
both	Acp2
both	Ddb2
both	Pacsin3
both	Arfgap2
both	1110051M20Rik
both	Ckap5
both	Zfp408
both	Atg13
both	Ambra1
both	Dgkz
both	Phf21a
both	Pex16
both	Cry2
both	Slc35c1
both	Prdm11
both	Cd82
both	Ext2
both	Accs
both	Alkbh3
both	Hsd17b12
both	Mir129b
both	Api5
both	Lrrc4c
both	B230118H07Rik
both	Traf6
both	Prr5l
both	Commd9
both	Ldlrad3
both	Trim44
both	Cd44
both	Pdhx
both	Cat
both	Abtb2
both	Nat10
both	Caprin1
both	Fbxo3
both	A930018P22Rik
both	Hipk3
both	Cstf3
both	Depdc7
both	Qser1
both	Eif3m
both	Rcn1
both	Elp4
both	Dnajc24
both	Arl14ep
both	Kif18a
both	Bdnf
both	Lin7c
both	Lgr4
both	Ccdc34
both	Lpcat4
both	Nop10
both	Slc12a6
both	Emc4
both	Katnbl1
both	Emc7
both	Aven
both	Fmn1
both	Arhgap11a
both	Aqr
both	Zfp770
both	Dph6
both	BC052040
both	G630016G05Rik
both	Spred1
both	Fam98b
both	Gm13986
both	Fsip1
both	Eif2ak4
both	Srp14
both	Bmf
