set	gene
both	Bub1b
both	Disp2
both	Knstrn
both	Ivd
both	Bahd1
both	Ccdc32
both	Rpusd2
both	Knl1
both	Rad51
both	Rmdn3
both	Gm14137
both	Zfyve19
both	Vps18
both	Chac1
both	Ino80
both	Exd1
both	Oip5os1
both	Nusap1
both	Ndufaf1
both	Rtf1
both	Itpka
both	Mga
both	Mapkbp1
both	Gm28042
both	Ehd4
both	Vps39
both	Ganc
both	Zfp106
both	Snap23
both	Lrrc57
both	Stard9
both	Cdan1
both	Ttbk2
both	Ccndbp1
both	Adal
both	Zscan29
both	Trp53bp1
both	Map1a
both	Catsper2
both	Serf2
both	Serinc4
both	Mfap1b
both	Mfap1a
both	Frmd5
both	Casc4
both	Ctdspl2
both	Eif3j1
both	Spg11
both	B2m
both	Sord
both	Shf
both	Bambi-ps1
both	Spata5l1
both	Slc30a4
both	Bloc1s6os
both	Sqor
both	Myef2
both	Dut
both	Fbn1
both	Cep152
both	Secisbp2l
both	Cops2
both	Galk2
both	Fam227b
both	Usp8
both	Trpm7
both	Sppl2a
both	Ap4e1
both	Blvra
both	Ncaph
both	1810024B03Rik
both	Ciao1
both	Stard7
both	Kcnip3
both	Zfp661
both	Bub1
both	Bcl2l11
both	Morrbid
both	Anapc1
both	Mertk
both	Tmem87b
both	Fbln7
both	Zc3h8
both	Zc3h6
both	Vinac1
both	Polr1b
both	Chchd5
both	Slc20a1
both	Ckap2l
both	Sirpa
both	Stk35
both	Nop56
both	Pced1a
both	Ptpra
both	4930473A02Rik
both	Fastkd5
both	Lzts3
both	Ddrgk1
both	Slc4a11
both	4930402H24Rik
both	A730017L22Rik
both	1700037H04Rik
both	Cdc25b
both	Ap5s1
both	Mavs
both	Pank2
both	Rnf24
both	Smox
both	5330413P13Rik
both	Prn
both	Rassf2
both	Tmem230
both	Pcna
both	Cds2
both	Gpcpd1
both	Shld1
both	Chgb
both	Trmt6
both	Crls1
both	Bmp2
both	Tmx4
both	Plcb1
both	Ankef1
both	Slx4ip
both	Jag1
both	Btbd3
both	Tasp1
both	Esf1
both	Macrod2
both	Flrt3
both	Kif16b
both	Snrpb2
both	Dstn
both	Rrbp1
both	Snx5
both	Pet117
both	Zfp133-ps
both	Dzank1
both	Sec23b
both	Smim26
both	Dtd1
both	Slc24a3
both	Naa20
both	Crnkl1
both	Ralgapa2
both	Kiz
both	Xrn2
both	Nxt1
both	Gzf1
both	Napb
both	Cstl1
both	Cstdc2
both	Cst3
both	Zfp120
both	Zfp937
both	Gm10130
both	3300002I08Rik
both	Zfp442
both	Apmap
both	Entpd6
both	Pygb
both	Abhd12
both	Gins1
both	Ninl
both	Nanp
both	Nsfl1c
both	Fkbp1a
both	Psmf1
both	Fam110a
both	Srxn1
both	Csnk2a1
both	Tbc1d20
both	Rbck1
both	Trib3
both	Sox12
both	H13
both	Id1
both	Bcl2l1
both	Tpx2
both	Mir5622
both	Pdrg1
both	Tm9sf4
both	Plagl2
both	Kif3b
both	2500004C02Rik
both	Commd7
both	Dnmt3b
both	Mapre1
both	Cdk5rap1
both	Snta1
both	Cbfa2t2
both	E2f1
both	Pxmp4
both	Zfp341
both	Chmp4b
both	Raly
both	Eif2s2
both	Ahcy
both	Itch
both	Dynlrb1
both	Map1lc3a
both	Mir695
both	Trp53inp2
both	Acss2
both	Gss
both	Trpc4ap
both	Edem2
both	Procr
both	BC029722
both	Eif6
both	Uqcc1
both	Cep250
both	6430550D23Rik
both	Spag4
both	Cpne1
both	Romo1
both	Rbm39
both	Phf20
both	Cnbd2
both	Epb41l1
both	4930405A21Rik
both	Tgif2
both	5430405H02Rik
both	Ndrg3
both	Soga1
both	Samhd1
both	Rbl1
both	Rpn2
both	Manbal
both	Blcap
both	Ctnnbl1
both	Tti1
both	Tgm2
both	Ralgapb
both	Actr5
both	Fam83d
both	Dhx35
both	Mafb
both	Top1
both	Plcg1
both	Zhx3
both	Lpin3
both	Chd6
both	Srsf6
both	Sgk2
both	Ift52
both	Mybl2
both	Oser1
both	2310001K24Rik
both	Ttpal
both	0610039K10Rik
both	Ccn5
both	Ywhab
both	Tomm34
both	Stk4
both	Sdc4
both	Sys1
both	Ube2c
both	Snx21
both	Acot8
both	Zswim1
both	Ctsa
both	Pltp
both	Pcif1
both	Zfp335
both	Ncoa5
both	Elmo2
both	Zfp334
both	Ncoa3
both	Prex1
both	Trp53rkb
both	Arfgef2
both	Cse1l
both	Stau1
both	Ddx27
both	Zfas1
both	B4galt5
both	Slc9a8
both	Rnf114
both	Snai1
both	Ube2v1
both	Tmem189
both	Ptpn1
both	Pard6b
both	E130018N17Rik
both	Adnp
both	Nfatc2
both	Zfp64
both	Zfp217
both	Bcas1os2
both	Pfdn4
both	Fam210b
both	Aurka
both	Rtf2
both	Bmp7
both	Rae1
both	Pmepa1
both	Ppp4r1l-ps
both	Vapb
both	Stx16
both	Npepl1
both	Gnasas1
both	Gnas
both	Nelfcd
both	Ctsz
both	Atp5e
both	Prelid3b
both	Gm14393
both	Gm14410
both	Zfp970
both	Gm14403
both	Gm14322
both	Gm14325
both	Gm14326
both	Zfp971
both	Ppp1r3d
both	Taf4
both	Lsm14b
both	Psma7
both	Mtg2
both	Hrh3
both	Osbpl2
both	Adrm1
both	Lama5
both	Rps21
both	Cables2
both	Slco4a1
both	Mrgbp
both	Ogfr
both	Dido1
both	Ythdf1
both	Arfgap1
both	Gmeb2
both	Rtel1
both	Zgpat
both	Tpd52l2
both	Dnajc5
both	Uckl1os
both	Prpf6
both	Tcea2
both	Rgs19
both	Pcmtd2
both	Polr3k
both	Pex2
both	Pkia
both	Zc2hc1a
both	Il7
both	Stmn2
both	Hey1
both	Mrps28
both	Zbtb10
both	Zfp704
both	Pag1
both	Fabp5
both	Impa1
both	Zfand1
both	Snx16
both	Lrrcc1
both	E2f5
both	Rbis
both	Car13
both	Ythdf3
both	Armc1
both	Mtfr1
both	Pde7a
both	Dnajc5b
both	4632415L05Rik
both	Cp
both	Hps3
both	Hltf
both	Tbl1xr1
both	Ect2
both	Nceh1
both	Mir3092
both	Fndc3b
both	Pld1
both	Eif5a2
both	Rpl22l1
both	Mynn
both	Sec62
both	Phc3
both	Prkci
both	Skil
both	4930429B21Rik
both	Zfp639
both	Mfn1
both	Actl6a
both	Mrpl47
both	Usp13
both	Ttc14
both	Ccdc39
both	Fxr1
both	Dnajc19
both	Sox2
both	Atp11b
both	Dcun1d1
both	Mccc1os
both	Acad9
both	Zfp267
both	Mir7009
both	Exosc9
both	Ccna2
both	Bbs7
both	4932438A13Rik
both	Cetn4
both	Nudt6
both	Ankrd50
both	Fat4
both	Hspa4l
both	Plk4
both	Mfsd8
both	Abhd18
both	Larp1b
both	Pgrmc2
both	Jade1
both	Sclt1
both	2610316D01Rik
both	Pcdh18
both	Slc7a11
both	Noct
both	4930577N17Rik
both	Mgarp
both	Ndufc1
both	Naa15
both	Rab33b
both	Foxo1
both	Cog6
both	Lhfp
both	Nhlrc3
both	Ufm1
both	Supt20
both	Exosc8
both	Rfxap
both	Spg20
both	Dclk1
both	Wwtr1
both	Commd2
both	Rnf13
both	Pfn2
both	Eif2a
both	Selenot
both	Erich6
both	Siah2
both	Igsf10
both	Mbnl1
both	P2ry1
both	Rap2b
both	Dhx36
both	Mme
both	Gm34240
both	Plch1
both	E130311K13Rik
both	Slc33a1
both	Gmps
both	Ssr3
both	Tiparp
both	Mir8120
both	Lekr1
both	Ccnl1
both	Shox2
both	Rsrc1
both	Mlf1
both	Gfm1
both	Lxn
both	Mfsd1
both	Schip1
both	Ift80
both	Trim59
both	Kpna4
both	Ppm1l
both	Nmd3
both	Pdcd10
both	Golim4
both	Fstl5
both	6430573P05Rik
both	Fnip2
both	Ppid
both	Etfdh
both	Pdgfc
both	Ctso
both	Map9
both	Plrg1
both	Tmem131l
both	Mnd1
both	Trim2
both	Gm35410
both	Fbxw7
both	Gatb
both	Glt28d2
both	Sh3d19
both	Rps3a1
both	Kirrel
both	Etv3
both	Arhgef11
both	Prcc
both	Hdgf
both	Mrpl24
both	Rrnad1
both	Nes
both	Iqgap3
both	Mef2d
both	1700113A16Rik
both	Tsacc
both	Smg5
both	Pmf1
both	Slc25a44
both	Lmna
both	Lamtor2
both	Khdc4
both	Rit1
both	Syt11
both	Msto1
both	Dap3
both	Rusc1
both	Fdps
both	Clk2
both	Scamp3
both	Gba
both	Mtx1
both	Mir92b
both	Efna1
both	Adam15
both	Zbtb7b
both	Flad1
both	Cks1b
both	Shc1
both	Pygo2
both	Pbxip1
both	Adar
both	Il6ra
both	Hax1
both	4933434E20Rik
both	Tpm3
both	Rps27rt
both	Rab13
both	Jtb
both	Slc39a1
both	Crtc2
both	Dennd4b
both	Slc27a3
both	Ints3
both	Npr1
both	Ilf2
both	Snapin
both	Chtop
both	S100a1
both	S100a3
both	S100a4
both	S100a6
both	S100a7a
both	Sprr1a
both	Crct1
both	S100a11
both	S100a10
both	Them4
both	Mrpl9
both	Snx27
both	Tuft1
both	Cgn
both	Rfx5
both	Pi4kb
both	Zfp687
both	Psmd4
both	Pip5k1a
both	Vps72
both	Scnm1
both	Tnfaip8l2
both	Sema6c
both	Gm16740
both	Prune1
both	Cers2
both	Setdb1
both	Arnt
both	Golph3l
both	Ensa
both	Mcl1
both	Adamtsl4
both	Tars2
both	Rprd2
both	Prpf3
both	Mrps21
both	Ciart
both	Aph1a
both	Anp32e
both	Vps45
both	Otud7b
both	Mtmr11
both	Sf3b4
both	Bola1
both	H2ac21
both	H3c15
both	H2ac19
both	H4c14
both	H3c13
both	Terc
both	Txnip
both	Lix1l
both	6330549D23Rik
both	Pex11b
both	Itga10
both	Ankrd35
both	Pias3
both	Polr3c
both	Gpr89
both	Acp6
both	Bcl9
both	Chd1l
both	Prkab2
both	Pde4dip
both	Sec22b
both	Notch2
both	Phgdh
both	Wars2
both	Tbx15
both	Wdr3
both	Tent5c
both	Man1a2
both	Trim45
both	Ttf2
both	Atp1a1
both	Vangl1
both	Sike1
both	Csde1
both	Nras
both	Bcas2
both	Trim33
both	Olfml3
both	Hipk1
both	Dclre1b
both	Ptpn22
both	Rsbn1
both	Phtf1
both	Magi3
both	Lrig2
both	Slc16a1
both	Rhoc
both	St7l
both	Cttnbp2nl
both	Ddx20
both	Inka2
both	Rap1a
both	Wdr77
both	Cept1
both	Lrif1
both	Rbm15
both	Strip1
both	Ahcyl1
both	Gstm7
both	Gstm1
both	Gstm4
both	Ampd2
both	Gnai3
both	Cyb561d1
both	Atxn7l2
both	Psma5
both	Sort1
both	Sars
both	Scarna2
both	Tmem167b
both	Taf13
both	Wdr47
both	Clcc1
both	Gpsm2
both	Stxbp3
both	Prpf38b
both	Fam102b
both	Slc25a24
both	Vav3
both	Prmt6
both	Rnpc3
both	Col11a1
both	S1pr1
both	A930005H10Rik
both	Slc30a7
both	Cdc14a
both	Rtca
both	Dbt
both	Trmt13
both	Mfsd14a
both	Slc35a3
both	Agl
both	Snx7
both	Dpyd
both	Ptbp2
both	Rwdd3
both	Alg14
both	Cnn3
both	F3
both	Abcd3
both	Arhgap29
both	Gclm
both	Dnttip2
both	Mir760
both	Bcar3
both	4933405D12Rik
both	Usp53
both	Mettl14
both	Snora24
both	Tram1l1
both	Ugt8a
both	Camk2d
both	Gm16958
both	Larp7
both	Neurog2
both	Alpk1
both	Tifa
both	Ap1ar
both	Fam241a
both	Pitx2
both	Gm35986
both	Egf
both	Rrh
both	Gar1
both	Pla2g12a
both	Casp6
both	Mcub
both	Sec24b
both	Ostc
both	Rpl34-ps1
both	Hadh
both	Papss1
both	Dkk2
both	Aimp1
both	Gstcd
both	Ppa2
both	Tet2
both	Cenpe
both	Cisd2
both	Ube2d3
both	Ppp3ca
both	Gm4861
both	Ddit4l
both	H2az1
both	Lamtor3
both	1110002E22Rik
both	Mttp
both	Adh7
both	Adh4
both	Adh5
both	Metap1
both	Eif4e
both	Rap1gds1
both	Stpg2
both	Unc5c
both	Pdlim5
both	Gbp3
both	Kyat3
both	Gtf2b
both	Pkn2
both	Lmo4
both	Hs2st1
both	Sh3glb1
both	Odf2l
both	Znhit6
both	Ccn1
both	Ddah1
both	Bcl10
both	2410004B18Rik
both	Syde2
both	Gm10636
both	Ctbs
both	Spata1
both	Rpf1
both	Prkacb
both	Ttll7
both	Ptgfr
both	Dnajb4
both	Nexn
both	Usp33
both	Zzz3
both	Pigk
both	St6galnac3
both	Snord45c
both	Acadm
both	Cryz
both	Fpgt
both	4930592C13Rik
both	Cth
both	Ankrd13c
both	Srsf11
both	Depdc1a
both	Wls
both	Tmem68
both	Rps20
both	Plag1
both	Impad1
both	Fam110b
both	Ubxn2b
both	Sdcbp
both	Nsmaf
both	Rab2a
both	Chd7
both	Asph
both	4930412C18Rik
both	2610301B20Rik
both	Plekhf2
both	Trp53inp1
both	Ccne2
both	Ints8
both	Dpy19l4
both	Virma
both	Rad54b
both	Gem
both	Pdp1
both	Tmem67
both	Fam92a
both	Triqk
both	Runx1t1
both	Otud6b
both	Pip4p2
both	Tmem64
both	Decr1
both	Nbn
both	Osgin2
both	Ripk2
both	Cpne3
both	Rmdn1
both	Wwp1
both	Ggh
both	Ccnc
both	Tstd3
both	Usp45
both	Pnisr
both	Coq3
both	Faxc
both	Fbxl4
both	Mms22l
both	Ndufaf4
both	Ufl1
both	Fut9
both	Manea
both	Epha7
both	Map3k7
both	Bach2os
both	Casp8ap2
both	Pnrc1
both	Rngtt
both	Akirin2
both	Orc3
both	Slc35a1
both	Smim8
both	Mob3b
both	C9orf72
both	Aco1
both	Smim27
both	Ndufb6
both	Aptx
both	Gm6297
both	Smu1
both	B4galt1
both	Bag1
both	Nfx1
both	Nol6
both	Ube2r2
both	Ubap2
both	Dcaf12
both	Ubap1
both	Kif24
both	Myorg
both	Fam219a
both	Enho
both	Dctn3
both	Sigmar1
both	Galt
both	Il11ra1
both	Ccl27a
both	Dnajb5
both	Vcp
both	Fancg
both	Pigo
both	Stoml2
both	Fam214b
both	Rusc2
both	Tesk1
both	Rmrp
both	Tpm2
both	Tln1
both	Rgp1
both	Hint2
both	Fam221b
both	Hrct1
both	Reck
both	Glipr2
both	Ccin
both	Clta
both	Gne
both	Rnf38
both	Zcchc7
both	Grhpr
both	Zbtb5
both	Polr1e
both	Fbxo10
both	Dcaf10
both	Slc25a51
both	Shb
both	Tdrd7
both	Tstd2
both	Xpa
both	Trmo
both	Anp32b
both	Nans
both	Gm16731
both	Coro2a
both	Tbc1d2
both	Anks6
both	Tgfbr1
both	Alg2
both	Nr4a3
both	Stx17
both	Erp44
both	Tex10
both	Cavin4
both	Mrpl50
both	Rnf20
both	Smc2os
both	Nipsnap3b
both	Abca1
both	Slc44a1
both	Fsd1l
both	Fktn
both	Rad23b
both	Klf4
both	Abitram
both	Ctnnal1
both	Tmem245
both	Ptpn3
both	Txn1
both	Ptgr1
both	Dnajc25
both	Ugcg
both	Ptbp3
both	Hsdl2
both	E130308A19Rik
both	Inip
both	Snx30
both	Zfp37
both	Slc31a2
both	Fkbp15
both	Cdc26
both	Hdhd3
both	Alad
both	Pole3
both	Atp6v1g1
both	Tnc
both	Trim32
both	Tlr4
both	Cdk5rap2
both	Megf9
both	Tle1
both	Kdm4c
both	Dmac1
both	Lurap1l
both	Mpdz
both	Nfib
both	Zdhhc21
both	Ttc39b
both	Snapc3
both	Psip1
both	Ccdc171
both	Cntln
both	Rraga
both	Haus6
both	Dennd4c
both	Rps6
both	Acer2
both	Mllt3
both	Focad
both	Klhl9
both	Gm13286
both	Gm12602
both	Mtap
both	Cdkn2a
both	Cdkn2b
both	Elavl2
both	Tusc1
both	Plaa
both	Ift74
both	Tek
both	Mysm1
both	Jun
both	9530080O11Rik
both	Tm2d1
both	Patj
both	L1td1
both	Usp1
both	Dock7
both	Atg4c
both	Alg6
both	Itgb3bp
both	Pgm1
both	Ror1
both	Jak1
both	E130102H24Rik
both	Ak4
both	Leprot
both	Pde4b
both	Wdr78
both	Mier1
both	Slc35d1
both	Oma1
both	Prkaa2
both	Plpp3
both	Dhcr24
both	Pars2
both	Ttc4
both	Mrpl37
both	Tceanc2
both	Lrrc42
both	Yipf1
both	Ndc1
both	Glis1
both	Lrp8
both	Magoh
both	Czib
both	Cpt2
both	Scp2
both	Zyg11b
both	Coa7
both	Prpf38a
both	Cc2d1b
both	Zfyve9
both	Btf3l4
both	Kti12
both	Rab3b
both	8030443G20Rik
both	Nrd1
both	Osbpl9
both	Eps15
both	Rnf11
both	Cdkn2c
both	Faf1
both	Dmrta2
both	Bend5
both	Spata6
both	Trabd2b
both	Foxd2
both	Stil
both	Efcab14
both	Atpaf1
both	Mob3c
both	Mknk1
both	Nsun4
both	Uqcrh
both	Rad54l
both	Pomgnt1
both	Pik3r3
both	Mast2
both	Ipp
both	Ccdc17
both	Nasp
both	Akr1a1
both	Prdx1
both	Mmachc
both	Tesk2
both	Toe1
both	Hpdl
both	Urod
both	Eif2b3
both	Btbd19
both	Kif2c
both	Armh1
both	Rnf220
both	Eri3
both	Dmap1
both	Slc6a9
both	Dph2
both	Ipo13
both	St3gal3
both	Kdm4a
both	Hyi
both	Szt2
both	Elovl1
both	Cdc20
both	Cfap57
both	Slc2a1
both	Zfp691
both	Svbp
both	AU022252
both	Ybx1
both	Ppih
both	Ccdc30
both	Ppcs
both	Frg2f1
both	Foxo6
both	Ctps
both	Nfyc
both	Exo5
both	Zfp69
both	Smap2
both	Zmpste24
both	Rlf
both	Ppt1
both	Cap1
both	Mfsd2a
both	Mycl
both	Trit1
both	Ppie
both	Pabpc4
both	D830031N03Rik
both	Ndufs5-ps
both	Akirin1
both	Rhbdl2
both	Mycbp
both	Rragc
both	Utp11
both	Fhl3
both	Sf3a3
both	Gm12915
both	Mtf1
both	Cdca8
both	Gnl2
both	Meaf6
both	Mrps15
both	Oscp1
both	Lsm10
both	Stk40
both	Sh3d21
both	Thrap3
both	Map7d1
both	Trappc3
both	Adprhl2
both	Ago3
both	Ago1
both	Clspn
both	Psmb2
both	Ncdn
both	Zmym4
both	Sfpq
both	Zmym6
both	Tmem35b
both	Smim12
both	Gja4
both	Gjb4
both	Zscan20
both	Azin2
both	Ak2
both	S100pbp
both	Sync
both	Rbbp4
both	Bsdc1
both	Marcksl1
both	Hdac1
both	Mir8119
both	Fam167b
both	Iqcc
both	Ccdc28b
both	Txlna
both	Kpna6
both	Khdrbs1
both	Ptp4a2
both	Col16a1
both	Tinagl1
both	Serinc2
both	Zcchc17
both	Pum1
both	Ptpru
both	Mecr
both	Srsf4
both	Epb41
both	Ythdf2
both	Rnu11
both	Taf12
both	Rab42
both	Trnau1ap
both	Snhg3
both	Phactr4
both	Med18
both	Sesn2
both	Atpif1
both	Eya3
both	Xkr8
both	Rpa2
both	Ppp1r8
both	Stx12
both	Fam76a
both	Fgr
both	Wasf2
both	Gpr3
both	Map3k6
both	Tmem222
both	Wdtc1
both	Slc9a1
both	Tent5b
both	Nudc
both	Gpatch3
both	Gpn2
both	Pigv
both	Arid1a
both	Rps6ka1
both	Hmgn2
both	Dhdds
both	Ubxn11
both	Sh3bgrl3
both	Cep85
both	Pdik1l
both	Pafah2
both	Aunip
both	Mtfr1l
both	Man1c1
both	Maco1
both	Tmem50a
both	Rsrp1
both	Syf2
both	Clic4
both	Srrm1
both	Rcan3
both	Nipal3
both	Srsf10
both	Pnrc2
both	Fuca1
both	Hmgcl
both	Gale
both	Pithd1
both	Eloa
both	Rpl11
both	Id3
both	Asap3
both	Zfp46
both	Hnrnpr
both	Luzp1
both	Kdm1a
both	Zbtb40
both	Cdc42
both	Hspg2
both	Usp48
both	Ece1
both	Hp1bp3
both	Kif17
both	Ddost
both	Pink1
both	Cda
both	Mul1
both	Otud3
both	Micos10
both	Capzb
both	Mrto4
both	Ubr4
both	Iffo2
both	Aldh4a1
both	Arhgef10l
both	Sdhb
both	Crocc
both	Necap2
both	Szrd1
both	Cplane2
both	Gm13056
both	Spen
both	B330016D10Rik
both	Ddi2
both	Dnajc16
both	Casp9
both	Efhd2
both	Kazn
both	Pramef8
both	Vps13d
both	Miip
both	Mfn2
both	Plod1
both	Nppb
both	Clcn6
both	Mad2l2
both	Fbxo6
both	Fbxo44
both	Mtor
both	Srm
both	Masp2
both	Tardbp
both	Cenps
both	Pgd
both	Kif1b
both	Ube4b
both	Nmnat1
both	Ctnnbip1
both	Pik3cd
both	Tmem201
both	Slc25a33
both	Spsb1
both	H6pd
both	Mir34a
both	Gpr157
both	Eno1
both	Errfi1
both	Park7
both	Per3
both	Vamp3
both	Camta1
both	Dnajc11
both	Phf13
both	Klhl21
both	Zbtb48
both	Acot7
both	Icmt
both	Rpl22
both	Nphp4
both	A430005L14Rik
both	Dffb
both	Lrrc47
both	Wrap73
both	Tprgl
both	Pex10
both	Rer1
both	Ski
both	Faap20
both	Cfap74
both	Nadk
both	Slc35e2
both	Gm16023
both	Mib2
both	Ssu72
both	Tmem240
both	Atad3a
both	Vwa1
both	Tmem88b
both	Mrpl20
both	Ccnl2
both	Aurkaip1
both	Mxra8
both	Dvl1
both	Cptp
both	Pusl1
both	Ube2j2
both	B3galt6
both	9430015G10Rik
both	Agrn
both	Plekhn1
both	Fam133b
both	Pex1
both	Gatad1
both	Ankib1
both	Akap9
both	Cyp51
both	Fzd1
both	Cdk14
both	Cldn12
both	Gtpbp10
both	Gm8773
both	Steap2
both	Steap1
both	Sri
both	Dbf4
both	Rundc3b
both	Abcb1b
both	Crot
both	Tmem243
both	Dmtf1
both	Sema3d
both	Sema3e
both	Pclo
both	Cacna2d1
both	Sema3c
both	Gnai1
both	Phtf2
both	A630072M18Rik
both	Ptpn12
both	Gsap
both	Ccdc146
both	Fbxl13
both	Napepld
both	Pmpcb
both	Dnajc2
both	Orc5
both	5031425E22Rik
both	AI506816
both	Rint1
both	Tomm7
both	2700038G22Rik
both	Fam126a
both	Klhl7
both	Nupl2
both	Abcb8
both	Cdk5
both	Fastk
both	Tmub1
both	Agap3
both	Abcf2
both	Chpf2
both	Nub1
both	Rheb
both	Prkag2
both	Galnt11
both	Kmt2c
both	1700096K18Rik
both	Xrcc2
both	Actr3b
both	Paxip1
both	Insig1
both	Rbm33
both	Lmbr1
both	Nom1
both	Ube3c
both	Dnajb6
both	Il6
both	Tyms
both	Hadha
both	Selenoi
both	Drc1
both	Cenpa
both	Mapre3
both	Tmem214
both	Agbl5
both	Ost4
both	Emilin1
both	Khk
both	Cgref1
both	Abhd1
both	Preb
both	Slc5a6
both	Cad
both	Gtf3c2
both	Eif2b4
both	Zfp513
both	Ppm1g
both	Nrbp1
both	Ift172
both	Zfp512
both	Gpn1
both	Supt7l
both	Mrpl33
both	Rbks
both	Fosl2
both	Ppp1cb
both	Yes1
both	Pisd
both	Prr14l
both	Depdc5
both	Ywhah
both	Ctbp1
both	Maea
both	Uvssa
both	Fam53a
both	Slbp
both	Tmem129
both	Letm1
both	Nelfa
both	Haus3
both	Mxd4
both	Zfyve28
both	Rnf4
both	Fam193a
both	Tnip2
both	Sh3bp2
both	Add1
both	Mfsd10
both	Nop14
both	Htt
both	Rgs12
both	Hgfac
both	Lrpap1
both	Trmt44
both	Acox3
both	Ablim2
both	Afap1
both	Sorcs2
both	2210406O10Rik
both	Tada2b
both	Tbc1d14
both	Mrfap1
both	Man2b2
both	Wfs1
both	Msx1
both	Stx18
both	Zbtb49
both	Wdr1
both	Hs3st1
both	Rab28
both	Bod1l
both	Cpeb2
both	Cc2d2a
both	Fbxl5
both	Fgfbp1
both	Qdpr
both	Lap3
both	Med28
both	1600023N17Rik
both	Lcorl
both	Slit2
both	Pacrgl
both	Adgra3
both	Dhx15
both	Sepsecs
both	Pi4k2b
both	Zcchc4
both	Anapc4
both	Smim20
both	Rbpj
both	Tbc1d19
both	Stim2
both	Rell1
both	Pgm2
both	Tbc1d1
both	Gm3716
both	Klf3
both	Fam114a1
both	Klhl5
both	Wdr19
both	Rfc1
both	Rpl9
both	Ugdh
both	Smim14
both	Pds5a
both	Nsun7
both	Apbb2
both	Uchl1
both	Tmem33
both	Slc30a9
both	Atp8a1
both	Guf1
both	Gnpda2
both	Commd8
both	Atp10d
both	Nfxl1
both	Nipal1
both	Tec
both	Slain2
both	Fryl
both	Ociad1
both	Dcun1d4
both	Sgcb
both	Usp46
both	Dancr
both	Rasl11b
both	Scfd2
both	Fip1l1
both	Chic2
both	Pdgfra
both	Srd5a3
both	Tmem165
both	Clock
both	Exoc1
both	Cep135
both	Aasdh
both	Paics
both	Srp72
both	Rest
both	Noa1
both	Igfbp7
both	Cenpc1
both	Uba6
both	Tmprss11f
both	Ythdc1
both	Utp3
both	Rufy3
both	Grsf1
both	Mob1b
both	Dck
both	Cox18
both	Ankrd17
both	Mthfd2l
both	Ereg
both	Gm19619
both	Parm1
both	Rchy1
both	Odaph
both	Cdkl2
both	G3bp2
both	Naaa
both	Sdad1
both	Cxcl10
both	Nup54
both	Scarb2
both	Stbd1
both	Shroom3
both	Septin11
both	Ccni
both	Ccng2
both	Cnot6l
both	Mrpl1
both	Fras1
both	Anxa3
both	Bmp2k
both	Paqr3
both	Antxr2
both	Cfap299
both	Rasgef1b
both	Hnrnpd
both	Hnrnpdl
both	Sec31a
both	5430416N02Rik
both	Lin54
both	Cops4
both	Coq2
both	Hpse
both	Helq
both	Gpat3
both	Wdfy3
both	Arhgap24
both	Ptpn13
both	Aff1
both	Klhl8
both	Hsd17b11
both	Nudt9
both	Spp1
both	Thoc2l
both	Zfp33b
both	Lrrc8b
both	Lrrc8c
both	Lrrc8d
both	Zfp326
both	Zfp644
both	Cdc7
both	Tgfbr3
both	Rpap2
both	Rpl5
both	Dipk1a
both	Mtf2
both	Tmed5
both	Dr1
both	Pigg
both	Atp5k
both	Mfsd7a
both	Pcgf3
both	Gak
both	Idua
both	Fgfrl1
both	Crlf2
both	Zfp932
both	Gtpbp6
both	Chfr
both	Gm15787
both	Ankle2
both	Pxmp2
both	Fbrsl1
both	Ep400
both	Ulk1
both	Hscb
both	Ttc28
both	Pitpnb
both	Tpst2
both	2900026A02Rik
both	Tmem211
both	Ficd
both	Sart3
both	Coro1c
both	Alkbh2
both	Ung
both	Myo1h
both	Kctd10
both	Mmab
both	Fam222a
both	Trpv4
both	Gltp
both	Git2
both	1500011B03Rik
both	2210016L21Rik
both	Acads
both	Mlec
both	Pop5
both	Rnf10
both	Dynll1
both	Srsf9
both	Cox6a1
both	4930401G09Rik
both	Sirt4
both	Pxn
both	Rplp0
both	Gcn1
both	1110006O24Rik
both	Bicdl1
both	Cit
both	Prkab1
both	Suds3
both	Taok3
both	Pebp1
both	Vsig10
both	Rfc5
both	Fbxo21
both	Rnft2
both	Med13l
both	Tbx3
both	Rbm19
both	Plbd2
both	Slc8b1
both	Tpcn1
both	Rita1
both	Oas1c
both	Ptpn11
both	Rpl6
both	Hectd4
both	Trafd1
both	Naa25
both	Erp29
both	Mapkapk5
both	Aldh2
both	Acad12
both	Sh2b3
both	Pheta1
both	Ppp1cc
both	Tctn1
both	Rad9b
both	Fam216a
both	Arpc3
both	Atp2a2
both	Ift81
both	P2rx4
both	Camkk2
both	Anapc5
both	Rnf34
both	Kdm2b
both	Orai1
both	Tmem120b
both	Psmd9
both	Wdr66
both	Mlxip
both	Mir7647
both	Zcchc8
both	Rsrc2
both	Denr
both	Ccdc62
both	Abcb9
both	Ogfod2
both	Pitpnm2
both	Mphosph9
both	Sbno1
both	Kmt5a
both	Snrnp35
both	Tmed2
both	Ddx55
both	Eif2b1
both	Tctn2
both	Atp6v0a2
both	Ccdc92
both	Scarb1
both	Dhx37
both	Bri3bp
both	Aacs
both	Slc15a4
both	Stx2
both	Ran
both	Mmp17
both	Zfp11
both	Mrps17
both	Nipsnap2
both	Psph
both	Sumf2
both	Chchd2
both	Zbed5
both	Nupr1l
both	Vkorc1l1
