p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.9882341577488915e-33	1.1699715554382732	0.58	0.396	9.279662353473408e-29	OEC	Slc39a1
3.287923355086694e-33	-0.49690481894573346	0.557	0.767	1.021031718688622e-28	OEC	Rhob
3.330738919512464e-33	-0.9365487047482863	0.436	0.677	1.0343276640654007e-28	OEC	Washc2
3.423917535998925e-33	-1.529123749252307	0.365	0.565	1.0632633516291063e-28	OEC	Fjx1
4.745877391906625e-33	-0.8433812502809507	0.453	0.704	1.4737847652826835e-28	OEC	Cdh2
5.334063950085642e-33	-0.9738086130885991	0.3	0.548	1.6564402190595951e-28	OEC	Ralgds
1.5342936611929645e-32	-0.43279172854258974	0.939	0.971	4.764595535468632e-28	OEC	Cox8a
2.3282231291181672e-32	0.5886393885762671	0.665	0.435	7.230064105163556e-28	OEC	Crip2
2.7932059046087175e-32	0.4440243831413335	0.942	0.908	8.674021616171912e-28	OEC	Oaz1
3.523502727112228e-32	-0.4794133647506116	0.909	0.964	1.0941885368774313e-27	OEC	Tcf4
6.038638258004339e-32	-0.9105851265322858	0.561	0.774	1.8752387246406675e-27	OEC	Grina
8.783382101081457e-32	0.8304295366388907	0.686	0.533	2.727591477669836e-27	OEC	Nenf
8.941721244305619e-32	0.9147072006325606	0.678	0.51	2.776762115206667e-27	OEC	Psip1
9.13491062137065e-32	-1.2222151749303958	0.395	0.615	2.836755144360442e-27	OEC	Appl2
9.771112168774869e-32	-1.2339281900394368	0.3	0.549	3.034321172891348e-27	OEC	Ptprd
1.0556953743549243e-31	0.9652123293196413	0.64	0.452	3.278356415521782e-27	OEC	Ctnnbip1
1.793269259704469e-31	-0.5663709036724831	0.698	0.863	5.568818359086258e-27	OEC	Cox5a
2.680468426514682e-31	-1.0085274051227655	0.31	0.543	8.323926651698693e-27	OEC	Tmcc3
4.9380165831813995e-31	-0.477994469809367	0.822	0.928	1.5334516697411518e-26	OEC	Atp5b
5.342828509009874e-31	0.966061984346962	0.737	0.629	1.6591619651879263e-26	OEC	Etnk1
7.105283728909691e-31	0.30937054657611407	0.739	0.435	2.2064748091756153e-26	OEC	Slc38a2
7.679730022518749e-31	0.4806520023170955	0.936	0.869	2.3848633611929724e-26	OEC	Rps21
1.0359515300171155e-30	-0.3798955094782026	0.934	0.961	3.2170438813151503e-26	OEC	Ubc
1.0435349365640058e-30	0.8378714740141465	0.697	0.507	3.2405933920058635e-26	OEC	Psat1
1.4539799851086538e-30	-1.0755965867658406	0.505	0.718	4.5151894457564133e-26	OEC	Pfn2
2.141711832409934e-30	0.39893489506114443	0.55	0.332	6.650871924365808e-26	OEC	Map1b
4.258018415626909e-30	-1.109262912979749	0.539	0.678	1.3222850387887803e-25	OEC	Tubb2a
4.3967980762520945e-30	1.0648459812235758	0.531	0.339	1.3653816745993254e-25	OEC	Lysmd2
4.4935631752202004e-30	-1.5764360261600956	0.722	0.742	1.3954311084328812e-25	OEC	Htra1
7.387189818668101e-30	-0.8824938550554062	0.945	0.888	2.294017926289192e-25	OEC	Atp1a2
1.0114825336421437e-29	-0.8892345471945744	0.395	0.636	3.141057859972313e-25	OEC	Daam2
2.45596127563938e-29	1.0491406144888038	0.698	0.588	7.626742145370531e-25	OEC	Ttc3
8.002348389241918e-29	0.7633313089122931	0.684	0.53	2.4850492687951854e-24	OEC	Tuba1b
9.020287184854517e-29	0.9140122138408062	0.675	0.535	2.8011599823847216e-24	OEC	Hsd17b11
1.9095911890638132e-28	-1.044291789087347	0.59	0.758	5.9300444785187655e-24	OEC	Hacd2
1.9466857839360048e-28	-0.9202204102778442	0.403	0.637	6.045238033434869e-24	OEC	Smpd1
1.9958542141958501e-28	-0.9281169625498474	0.519	0.662	6.197925676763793e-24	OEC	5031439G07Rik
2.210355738160522e-28	-0.9721543477315832	0.303	0.546	6.864038709283684e-24	OEC	Ppp2r5a
2.5452510092772507e-28	-0.9051068494258039	0.351	0.573	7.904022484209575e-24	OEC	Fdft1
2.64100015412753e-28	-0.7390687005755877	0.448	0.637	8.201361878627632e-24	OEC	Tulp4
2.934310687633765e-28	-0.7335954480106905	0.822	0.88	9.112208409377894e-24	OEC	Gstm5
3.370312136249383e-28	-0.6632360336471302	0.676	0.836	1.0466167307908835e-23	OEC	Luc7l3
3.419273503845875e-28	0.5336637080653159	0.926	0.962	1.061821193884298e-23	OEC	Zbtb20
4.944430886395032e-28	-0.41246848160752236	0.792	0.9	1.5354435674611133e-23	OEC	Aldoa
5.2985976483459914e-28	0.48206573961795796	0.917	0.834	1.6454265137173642e-23	OEC	Rpl26
5.389037479723613e-28	0.3922916914760166	0.972	0.957	1.673511698953371e-23	OEC	Lamp1
5.392821288539924e-28	-0.5406142405192529	0.722	0.857	1.674686722943188e-23	OEC	Uqcr10
5.45579468337007e-28	0.48340835886225	0.915	0.839	1.6942424809737415e-23	OEC	Ttyh1
7.030773712457801e-28	0.5789699039467788	0.884	0.775	2.1833364686666454e-23	OEC	Rps4x
7.367793040446048e-28	-0.7636230911918112	0.432	0.671	2.2879944507801157e-23	OEC	Uqcrc1
7.400066883597898e-28	-0.570648011154349	0.695	0.85	2.2980167700324914e-23	OEC	Atp5a1
7.709043086513266e-28	-0.8535035830543696	0.632	0.773	2.3939662400858298e-23	OEC	Car2
7.741422351335219e-28	0.4432833438145751	0.951	0.948	2.404021296983639e-23	OEC	Cd63
9.468542970086184e-28	-1.7260411522000947	0.58	0.629	2.940361333930564e-23	OEC	Pla2g7
1.1734629796130794e-27	0.6694316523534212	0.755	0.57	3.644071936890457e-23	OEC	Akr1a1
5.328127583282697e-27	-0.8785533668224669	0.333	0.575	1.6545967397126086e-22	OEC	Il18
5.801664145341729e-27	-0.4111827420829426	0.841	0.903	1.8016487836944205e-22	OEC	Atp5f1
7.464700796323923e-27	0.7627733266555391	0.645	0.456	2.318088185290431e-22	OEC	Scrg1
1.9464076252389175e-26	0.4748922257230722	0.728	0.549	6.044374239416935e-22	OEC	Frmd4a
3.1741563821379874e-26	0.9994971815874034	0.604	0.469	9.857025229091306e-22	OEC	Mettl9
4.03816099389143e-26	-0.7750765455906932	0.561	0.755	1.2540105150430448e-21	OEC	Ccnl2
4.2819836756732903e-26	0.3513041474085017	0.95	0.902	1.3297272106435836e-21	OEC	H3f3b
4.5599474702504087e-26	-0.8956130195177632	0.45	0.659	1.416046087411562e-21	OEC	Trps1
4.751280040149263e-26	-0.6356274201568461	0.531	0.735	1.475462503667952e-21	OEC	Uqcrfs1
4.820194858038192e-26	0.9375626127716397	0.667	0.509	1.49686331121518e-21	OEC	Pcsk1n
4.975707562264623e-26	1.0579120063249505	0.549	0.392	1.545156226385656e-21	OEC	4931406C07Rik
7.981445147513611e-26	-0.820476217146668	0.387	0.603	2.4785579761088766e-21	OEC	Ptk2
8.420305288254563e-26	-0.6066776453450666	0.579	0.755	2.614841604214572e-21	OEC	Minos1
9.371794302384417e-26	-0.4155444330843199	0.791	0.881	2.910317002662457e-21	OEC	Uqcrh
1.195374603794227e-25	-0.9969333882967053	0.313	0.521	3.7121162946225926e-21	OEC	Mapt
1.3020078385401514e-25	1.1496537115397247	0.544	0.373	4.0432551418025866e-21	OEC	Ifngr1
1.3817339614441527e-25	-0.6781683323079291	0.78	0.92	4.290836643868672e-21	OEC	Ogt
1.659731586483168e-25	0.77459580625375	0.704	0.591	5.15413046866483e-21	OEC	Cnpy2
2.0644754671721731e-25	-0.9241908771189331	0.366	0.589	6.4110221157564666e-21	OEC	Fut8
2.597349965345761e-25	0.9813235755791705	0.574	0.412	8.065810582384727e-21	OEC	Tram1
3.103074308717626e-25	-0.9509059739372591	0.418	0.599	9.636286958291717e-21	OEC	Slc48a1
3.2957857521884746e-25	-0.6038624594882193	0.594	0.721	1.0234733074846089e-20	OEC	Cadm4
4.745376055629426e-25	0.3792040881547538	0.923	0.942	1.473629080315162e-20	OEC	Laptm4a
5.054407503498996e-25	-0.4694039836117627	0.726	0.84	1.5695957061365782e-20	OEC	Vdac2
5.853544064115882e-25	0.7693218204913373	0.657	0.475	1.817759573670546e-20	OEC	Tm7sf3
6.333838343460278e-25	-0.45765831602172247	0.827	0.864	1.9669101591781547e-20	OEC	Mpc1
8.483851826417151e-25	0.49084824200506016	0.904	0.831	2.6345753461755822e-20	OEC	Rpl35a
8.747113676964487e-25	0.7106192377954113	0.619	0.458	2.716328681244552e-20	OEC	Pgrmc1
9.840506602114162e-25	0.6680106348214981	0.643	0.417	3.055870920220532e-20	OEC	Arpc1b
1.0801693896579667e-24	-0.9612995502230389	0.277	0.501	3.3543580226438496e-20	OEC	Dhcr7
1.1104653164130907e-24	-0.5905238525946084	0.711	0.853	3.448438993589212e-20	OEC	Spag9
1.2050867724602013e-24	-0.9014212395821586	0.426	0.64	3.742276463197909e-20	OEC	Hif1a
1.2485292374953586e-24	-0.9687869217677683	0.288	0.514	3.8771826941180866e-20	OEC	Utp14b
1.600100262922647e-24	0.7899259276015197	0.741	0.685	4.968951356479988e-20	OEC	Mboat2
1.8622428678634255e-24	-0.4154170500333887	0.881	0.899	5.783009001863081e-20	OEC	Tsc22d4
1.8766674117990298e-24	-1.0859407253037716	0.362	0.567	5.827802980600707e-20	OEC	Paqr8
3.1324831039118493e-24	-0.6549110783487165	0.392	0.577	9.727613030887857e-20	OEC	Tmbim1
3.882305570640116e-24	0.2824760929471888	0.726	0.5	1.2056111719065815e-19	OEC	Slc7a11
4.2898248316060626e-24	-1.1437086494768125	0.384	0.535	1.3321622032069466e-19	OEC	Sox9
4.7050472149631765e-24	-0.3716592344471432	0.8	0.875	1.4611053621346647e-19	OEC	Cox7a2
4.8011831667968184e-24	0.45862808857185255	0.868	0.812	1.4909594206170839e-19	OEC	Sumo2
5.344538316355756e-24	-0.7172050552350098	0.497	0.649	1.6596929287611165e-19	OEC	Limch1
5.5504206526926924e-24	-0.7155881987170534	0.431	0.605	1.7236276294871886e-19	OEC	Pcyt2
5.783375034618051e-24	-1.0491755941380043	0.336	0.511	1.7959692832502894e-19	OEC	Abhd17b
7.518105589232048e-24	0.8248569380403833	0.736	0.687	2.33467250968012e-19	OEC	Hadhb
9.048507800392092e-24	-0.691795076029391	0.418	0.653	2.80992361233376e-19	OEC	Nrxn2
9.591800843700175e-24	1.0132341886612994	0.524	0.382	2.9786378340026523e-19	OEC	Hpf1
9.806002692885637e-24	0.7354272570331347	0.579	0.381	3.045156076248706e-19	OEC	Abca1
1.076583622076319e-23	-1.019875121089673	0.491	0.647	3.3432227799958013e-19	OEC	Tst
1.1687006592236671e-23	0.6695703494808738	0.759	0.633	3.629283027153176e-19	OEC	Timp3
2.0376766279567973e-23	0.9847772674803872	0.544	0.393	6.327801000457038e-19	OEC	Sdcbp
2.5607670001372603e-23	-0.6011250103544072	0.959	0.986	7.952205842226248e-19	OEC	Son
3.274688961553825e-23	-0.8743952214548147	0.406	0.581	1.0169219101209248e-18	OEC	Daam1
3.8709285674754636e-23	0.668190968943171	0.741	0.674	1.2020781573438304e-18	OEC	Ostc
4.8248245004411534e-23	-0.8981757376324061	0.285	0.501	1.4983010003669958e-18	OEC	Capn2
5.398250228300021e-23	0.703387432061182	0.5	0.302	1.6763726258962886e-18	OEC	Sdc3
6.55499292828983e-23	0.9348002625631708	0.653	0.554	2.035587503951124e-18	OEC	Pabpc1
7.736008544811858e-23	0.8287988352419849	0.56	0.349	2.4023400935058745e-18	OEC	Sirpa
1.0842700666196647e-22	-0.702414368465786	0.404	0.617	3.3670922648807065e-18	OEC	Klhl24
1.434800805479297e-22	-0.578341157091591	0.67	0.744	4.4556304213354085e-18	OEC	Cdc37l1
1.797382051294619e-22	-1.0735459666814926	0.458	0.608	5.581590222090309e-18	OEC	Gng11
2.1110296594960104e-22	0.6536732878784137	0.709	0.594	6.555591504598911e-18	OEC	Hmgn1
2.257194805152861e-22	-1.1177579030489926	0.332	0.527	7.009492747921695e-18	OEC	Vcl
2.3566384281917553e-22	0.6930026586846105	0.692	0.559	7.318304974906676e-18	OEC	Oat
3.200353511608411e-22	-0.41905320417237335	0.739	0.85	9.938377794948759e-18	OEC	Ndufs5
3.7045786908194025e-22	-0.7848403682385225	0.451	0.663	1.1504198666470572e-17	OEC	Cadm2
4.632994406345427e-22	0.39132733186032365	0.928	0.849	1.4387300829465086e-17	OEC	Rpl9
5.191835745914288e-22	-0.6589988153282055	0.491	0.704	1.612272672536223e-17	OEC	Kcnq1ot1
6.057902947886669e-22	0.7714262599749557	0.692	0.617	1.8812211814367263e-17	OEC	2310022B05Rik
6.208628725808235e-22	0.5586569859728736	0.744	0.53	1.9280275645124894e-17	OEC	Eid1
6.741021215268199e-22	0.6059075428186037	0.792	0.684	2.0933567281893867e-17	OEC	St13
8.624338221681855e-22	-0.5453041458294269	0.542	0.736	2.6782019913610832e-17	OEC	Gpi1
9.256053981886718e-22	-0.45492151283138216	0.759	0.857	2.8743750035351017e-17	OEC	Atp5d
1.0158316295463636e-21	-0.784052982009475	0.387	0.556	3.154563542393278e-17	OEC	Map7d1
1.039220480185665e-21	0.8974400806135827	0.653	0.536	3.227195279168564e-17	OEC	Aamdc
1.1216874099509387e-21	-0.5062862361864091	0.621	0.737	3.4832880828616447e-17	OEC	Cisd1
1.7769265291291233e-21	0.5272598384972378	0.752	0.547	5.518067643557579e-17	OEC	Tmem176b
2.1150648837305405e-21	-0.7215540508223373	0.448	0.655	6.568122489936821e-17	OEC	Kmt2c
2.1981746808497682e-21	-1.2517586706941826	0.865	0.74	6.82621165391087e-17	OEC	Gpr37l1
2.565799051684762e-21	0.4383464891944038	0.943	0.861	7.96783237510186e-17	OEC	Rps24
3.904914949755209e-21	1.0751640915274672	0.544	0.415	1.2126322884969827e-16	OEC	Ndn
5.029296494315075e-21	0.9111740631210916	0.522	0.366	1.5617977333446034e-16	OEC	Fam102a
5.3974331783022084e-21	0.7495575662494081	0.659	0.481	1.6761188991899679e-16	OEC	H2-K1
5.4288590042926694e-21	-0.5236658110138701	0.593	0.77	1.6858778751930456e-16	OEC	Cyc1
6.470954613992905e-21	0.568679867598596	0.84	0.709	2.0094902458293567e-16	OEC	1810037I17Rik
6.595134128070708e-21	0.622494636819199	0.7	0.576	2.0480529521310777e-16	OEC	Tmod2
7.036303242259901e-21	-0.6366772693607661	0.388	0.591	2.1850536088513898e-16	OEC	Cdc42bpa
7.062943900699145e-21	1.2857363667551551	0.681	0.61	2.1933265989231124e-16	OEC	Wls
8.814683353869848e-21	-0.6006073206507287	0.406	0.61	2.7373117687107423e-16	OEC	Timm17a
9.539977933559403e-21	0.6209112855190339	0.55	0.354	2.962544747487537e-16	OEC	Nrarp
1.2261345603600145e-20	0.7424646322121259	0.646	0.537	3.807638263741989e-16	OEC	Pfdn1
1.2896082024007182e-20	0.759471603339438	0.585	0.464	4.0047493117351902e-16	OEC	Slc16a1
1.5051769046210776e-20	-0.9906477362312132	0.371	0.531	4.674176359610294e-16	OEC	Klf13
1.798769284733875e-20	0.5211982171851355	0.785	0.709	5.585898136812575e-16	OEC	Pfdn5
1.8172634091808543e-20	-0.5642153136830077	0.459	0.633	5.643329790870225e-16	OEC	Cystm1
1.8603319556394726e-20	0.7308587912112069	0.634	0.504	5.777074855042818e-16	OEC	Nap1l1
1.8866618526569302e-20	0.9167517331321902	0.502	0.359	5.858839717240831e-16	OEC	Wdr1
2.1437481733310704e-20	0.6872546171034439	0.706	0.613	6.657195577462306e-16	OEC	H2afy
2.951075970746881e-20	-1.0583234824694139	0.593	0.679	9.164271319557364e-16	OEC	Sept4
3.0083245881337375e-20	-0.6868341656052191	0.538	0.689	9.342051175990509e-16	OEC	S100a13
3.895362833612358e-20	-0.7020247377883015	0.486	0.646	1.2096659743499817e-15	OEC	Idi1
4.385797786560231e-20	-0.7266705705046341	0.895	0.895	1.361965644638414e-15	OEC	Sept7
4.424393663050842e-20	-1.2078312554684347	0.495	0.658	1.3739512081238085e-15	OEC	Ptch1
4.791346882882565e-20	-0.4401935483663091	0.712	0.839	1.4879048610103518e-15	OEC	Atp5c1
5.2025393116929196e-20	-0.7274134963372008	0.555	0.735	1.6155965578531193e-15	OEC	Arhgef12
5.260040003804246e-20	0.8754652186839273	0.517	0.366	1.6334528227813705e-15	OEC	Hivep3
7.40752820996115e-20	0.5635648830280564	0.862	0.752	2.3003338103213355e-15	OEC	Rps12
9.82088436255203e-20	0.61277778721335	0.642	0.434	3.0497774299469074e-15	OEC	Mapk3
1.1277132725518703e-19	-0.7491698945941505	0.454	0.63	3.502000796582578e-15	OEC	Neat1
1.289476237626358e-19	0.40977869502350384	0.928	0.835	4.004339508324892e-15	OEC	Rpl30
1.7963885178829926e-19	0.47098362419637596	0.684	0.467	5.578504903433845e-15	OEC	Slc9a3r1
1.8995240263685966e-19	-0.6851716006510541	0.415	0.567	5.89878191148504e-15	OEC	Gng12
2.0075616867658052e-19	-0.5865435337369291	0.514	0.673	6.234282062082532e-15	OEC	Tmcc1
2.0180248403004661e-19	0.5298305923298372	0.937	0.863	6.2667743390690675e-15	OEC	Ftl1
2.2070632025776475e-19	-0.6878425208291168	0.373	0.547	6.853814069284626e-15	OEC	1810058I24Rik
2.653782586684535e-19	-0.43277057296678545	0.797	0.918	8.241056444690156e-15	OEC	Slc25a3
2.8516909888849597e-19	-0.9539891117503679	0.341	0.528	8.855641196883354e-15	OEC	Gna13
2.8857517767776747e-19	-0.7997287904915346	0.459	0.637	8.96141356760539e-15	OEC	Sema6d
3.152614034935077e-19	-0.5684566885381863	0.629	0.799	9.790127624087387e-15	OEC	Ddx17
3.203680890267874e-19	0.3928181929008585	0.631	0.39	9.948710636637856e-15	OEC	Aspa
3.33443146016445e-19	-0.3915610644724925	0.646	0.523	1.0354743456394684e-14	OEC	Fyn
3.474833552684043e-19	0.44165540556650495	0.887	0.815	1.0790748114505027e-14	OEC	Rps11
4.355811140721832e-19	-0.3135146753382432	0.753	0.431	1.3526535916397576e-14	OEC	Enpp2
4.699837758502843e-19	0.978177594312876	0.502	0.367	1.459487617525473e-14	OEC	Mlec
5.353554471016298e-19	0.5367935054995157	0.796	0.687	1.6624928054294013e-14	OEC	Calm3
8.721343579311041e-19	0.7622384250684382	0.612	0.507	2.708326035119251e-14	OEC	Fam104a
9.87302859820481e-19	-0.47366597010853173	0.586	0.739	3.065970300886522e-14	OEC	Eif5
1.0901355360296142e-18	-0.5635600703013877	0.61	0.772	3.385306893586364e-14	OEC	Suclg1
1.2265779197408505e-18	0.4089677351497598	0.91	0.844	3.809015071963237e-14	OEC	Rpl37a
1.2798855333849338e-18	-0.5432528861445227	0.764	0.876	3.9745565353735736e-14	OEC	Atp6v0e
1.7400603068219625e-18	-0.8387804890811918	0.395	0.577	5.403583276804922e-14	OEC	Mfn1
1.8936402601442706e-18	0.7085089783552385	0.664	0.527	5.880510463852017e-14	OEC	Sptssa
1.959480327852371e-18	-0.5944470634703198	0.574	0.738	6.084970210112753e-14	OEC	Emc3
2.1272222873657157e-18	-0.7096793657511324	0.642	0.712	6.605876091185493e-14	OEC	Gde1
2.5645615164884495e-18	-0.48523383686998794	0.531	0.732	7.963989333303231e-14	OEC	Mtch2
3.3253678387482343e-18	0.6216544395717976	0.745	0.696	1.0326597286448767e-13	OEC	Metrn
3.4769034911149635e-18	-0.8269801313844519	0.385	0.528	1.0797176101308408e-13	OEC	Wscd1
3.8474991279598396e-18	0.29381132401200993	0.937	0.872	1.1948023791966486e-13	OEC	Rpl19
3.872226260649841e-18	-0.7506379718954311	0.385	0.572	1.2024811429822016e-13	OEC	Hacd3
4.197121434368844e-18	0.85252845740268	0.555	0.439	1.303374090228901e-13	OEC	Klf3
4.4961610950306326e-18	0.5041752800647328	0.94	0.856	1.3962378664508125e-13	OEC	Fau
4.582975684731301e-18	-0.6146687603219175	0.303	0.502	1.4231972691364583e-13	OEC	Mapk8ip3
5.497682884416793e-18	0.1301918200795431	0.698	0.423	1.707250442926791e-13	OEC	Slc44a1
5.723011489171825e-18	0.35712257035353634	0.928	0.888	1.7772239878474185e-13	OEC	Rpl21
7.251534846887736e-18	0.3587893270776972	0.895	0.832	2.2518916313525176e-13	OEC	Rpl11
8.35930055398987e-18	-0.3874794258881733	0.797	0.863	2.595897194036014e-13	OEC	Ktn1
9.411249895552237e-18	-0.41934172653686375	0.723	0.85	2.9225695425647914e-13	OEC	Atp5o.1
9.700923861431029e-18	0.46892881946077636	0.737	0.634	3.0125248959287916e-13	OEC	S100b
1.0778455617038679e-17	-0.1898474270124727	0.624	0.487	3.3471416073151913e-13	OEC	Dynll2
2.1612858203621275e-17	-0.6778781586917949	0.439	0.619	6.71165698655255e-13	OEC	Lsm6
2.2019542943305955e-17	-0.9697564574505804	0.555	0.609	6.837948865614231e-13	OEC	Pitpnc1
2.6831533486277388e-17	0.44202652211905336	0.827	0.798	8.33226440882858e-13	OEC	Pdia6
2.8689626231307026e-17	-0.4107969693358596	0.506	0.684	8.909276529870083e-13	OEC	Mdh2
3.1402140491487386e-17	0.7180466322992104	0.55	0.399	9.751620708226493e-13	OEC	Aldh7a1
3.286192572862661e-17	0.6969097674271202	0.583	0.418	1.0204942415767708e-12	OEC	Sema6a
3.731011367849819e-17	0.33126716964073655	0.909	0.842	1.158628270172083e-12	OEC	Rpl8
3.974132032209097e-17	-0.655297938336935	0.357	0.536	1.2341269612822128e-12	OEC	Cpeb4
4.720287109730791e-17	0.45726041704093356	0.818	0.759	1.4658379590557998e-12	OEC	Canx
6.14422021883781e-17	0.7513653443473352	0.605	0.511	1.9080261467578936e-12	OEC	Pdia4
6.926615687314571e-17	0.33460526124476786	0.937	0.887	2.150991235538667e-12	OEC	Sec62
7.658343196228682e-17	0.5539339296580026	0.734	0.671	2.378221896156855e-12	OEC	Tax1bp1
8.35587757562492e-17	-0.6820185157872367	0.393	0.577	2.594834222334563e-12	OEC	Eci1
8.441051678077359e-17	-0.4386352127356274	0.517	0.68	2.621284188110143e-12	OEC	Pgk1
9.208073126493051e-17	-0.3762817865148149	0.594	0.756	2.859475028701152e-12	OEC	Atp5g3
9.815053645934908e-17	0.8433900888312891	0.568	0.458	3.0479667592086263e-12	OEC	Stx7
1.093635268181171e-16	0.43090158071525453	0.868	0.882	3.3961749618098083e-12	OEC	mt-Nd5
1.3957322532153293e-16	0.6823894905890784	0.624	0.525	4.3343069391348835e-12	OEC	Eci2
1.6192934638657063e-16	0.44608917458995956	0.797	0.673	5.028553922688564e-12	OEC	Sypl
2.141266919400283e-16	0.4381125896198135	0.807	0.769	6.649490291505639e-12	OEC	Ptms
2.4386533633136007e-16	0.665885599501586	0.569	0.454	7.572994154434056e-12	OEC	Rhoc
2.5436454071419165e-16	0.3398203103042059	0.926	0.89	7.899036447338507e-12	OEC	Gpm6b
3.0406841889033196e-16	-0.38705413480260165	0.59	0.738	9.442540680220368e-12	OEC	Ndufa8
3.5364590454066364e-16	-0.728486415813369	0.459	0.621	1.0982119919605768e-11	OEC	Gm2a
3.6621580370367067e-16	0.446980243000332	0.645	0.439	1.1372465568213789e-11	OEC	Zfp36l1
3.900050179355956e-16	-0.5889889519858268	0.445	0.591	1.2111215826971986e-11	OEC	Fdps
4.260396515278861e-16	0.4600290651288963	0.83	0.732	1.3230235338546974e-11	OEC	Npc2
5.136950121152127e-16	-0.5941503152722868	0.575	0.727	1.5952284906225815e-11	OEC	AC160336.1
5.41112871551293e-16	0.6315111427135134	0.596	0.483	1.6803719113153853e-11	OEC	Nudt9
6.031254337043932e-16	-0.6729949538043998	0.322	0.504	1.8729457218256228e-11	OEC	Sdhc
6.645116650707086e-16	0.43808141304495185	0.695	0.507	2.0635745247105783e-11	OEC	Fam181b
7.088622121914573e-16	0.8741957145488816	0.566	0.442	2.2013007137393515e-11	OEC	Lhfp
7.199350689978206e-16	-0.6607872752296723	0.572	0.661	2.235686363265832e-11	OEC	Vmp1
8.435139731084456e-16	-0.3925138619922921	0.747	0.816	2.619448292090967e-11	OEC	Atp5g2
1.0873874844042116e-15	-0.5430204541615882	0.531	0.666	3.376773094068839e-11	OEC	Eps15
1.1362810305749917e-15	0.47537308959565744	0.509	0.324	3.528607112347579e-11	OEC	Tlr3
1.3470200157287566e-15	-0.5438457742265979	0.553	0.68	4.1830359568440804e-11	OEC	Apc
1.6897289626839591e-15	0.3626490050666611	0.903	0.834	5.247284320718767e-11	OEC	Rps15a
1.845764005239513e-15	0.6327440912489256	0.654	0.572	5.7318355418707836e-11	OEC	Scamp2
1.893335073940724e-15	0.6515245599161482	0.637	0.536	5.879562738615524e-11	OEC	Romo1
2.1921684459417975e-15	0.454829329390779	0.78	0.678	6.807559892027658e-11	OEC	Serinc3
2.5130924303751913e-15	-0.7458691521051026	0.436	0.591	7.804157233287119e-11	OEC	Cs
2.7837547086778165e-15	0.6729848573196022	0.579	0.47	8.644671872328091e-11	OEC	Pigt
