gene_id	gene_name	GSM9304310_mESC_E14_ctrl_A_d4	GSM9304311_mESC_E14_ctrl_B_d4	GSM9396007_MEF_3T3_mock_A_4hpi	GSM9396008_MEF_3T3_mock_B_4hpi	GSM9396009_MEF_3T3_mock_C_4hpi
ENSMUSG00000034525.7	Ice1	24.527451	24.086792	18.467526	17.167764	16.931104
ENSMUSG00000034528.15	Hsd17b13	0	0	0	0	0
ENSMUSG00000034532.9	Fbxo16	2.435578	1.759611	0	0	0
ENSMUSG00000034533.10	Scn10a	0	0	0	0	0
ENSMUSG00000034538.8	Zfp418	3.303436	5.273645	0.975558	1.886861	2.070583
ENSMUSG00000034543.15	Morc2a	43.562134	42.29583	30.113978	30.689436	34.515025
ENSMUSG00000034544.17	Rsrc1	11.584183	9.544504	29.165155	33.324659	34.268089
ENSMUSG00000034551.12	Hdx	1.618829	1.526469	1.714849	2.264514	2.11983
ENSMUSG00000034552.8	Zswim2	0	0.032887	0	0	0
ENSMUSG00000034555.14	Tex16	0.059254	0	0	0	0
ENSMUSG00000034557.14	Zfyve9	5.380557	4.016261	13.921345	14.797574	14.617829
ENSMUSG00000034560.6	Washc4	35.92956	41.517661	30.903468	34.866633	33.138249
ENSMUSG00000034563.16	Ccpg1	34.684474	37.590058	14.476706	14.010429	15.346097
ENSMUSG00000034566.10	Atp5h	441.44375	396.981141	312.940596	324.784104	343.045333
ENSMUSG00000034570.12	Inpp5j	0	0.189248	0	0	0
ENSMUSG00000034573.14	Ptpn13	6.348011	6.138395	1.552224	2.515946	1.570937
ENSMUSG00000034574.10	Daam1	8.187683	8.692688	4.139128	4.580348	3.764445
ENSMUSG00000034575.13	Tent4a	12.157515	13.045738	22.281411	20.266554	22.355172
ENSMUSG00000034579.17	Pla2g3	0.052633	0	0.039761	0	0.15248
ENSMUSG00000034583.9	Olfr1347	0	0	0	0	0
ENSMUSG00000034584.3	Exph5	0.232183	0.079452	0.009255	0	0
ENSMUSG00000034586.14	Hid1	1.924997	1.347499	0.172012	0.83707	0.228294
ENSMUSG00000034587.8	8430429K09Rik	1.609285	2.881713	3.325731	2.935164	2.406846
ENSMUSG00000034591.5	Slc41a2	0.390572	0.284063	17.309986	28.478959	26.915772
ENSMUSG00000034593.16	Myo5a	16.696618	23.537112	81.895037	81.645745	96.70612
ENSMUSG00000034595.17	Ppp1r18	8.230845	8.273171	76.688462	79.761692	78.803201
ENSMUSG00000034601.17	2700049A03Rik	15.381117	13.899874	2.465003	2.723387	2.889832
ENSMUSG00000034602.15	Mon2	26.876181	38.66716	39.18855	45.055897	37.912795
ENSMUSG00000034607.6	Pof1b	0.758227	0.244648	0.107156	0.024356	0.287714
ENSMUSG00000034610.14	Tut4	31.226588	25.614502	35.719646	47.506054	52.874757
ENSMUSG00000034612.7	Chst11	1.894486	2.213789	43.428456	55.096057	46.006864
ENSMUSG00000034613.12	Ppm1h	2.62475	1.587677	1.237947	0.926604	1.17769
ENSMUSG00000034614.14	Pik3ip1	6.056733	6.10044	11.113441	9.372007	11.591584
ENSMUSG00000034616.17	Ssh3	2.477618	4.149361	3.117367	3.297118	2.677966
ENSMUSG00000034617.7	Mtrr	38.668592	49.533805	11.367443	11.832592	8.343376
ENSMUSG00000034620.17	Rxylt1	22.922294	22.91052	41.148399	42.356037	48.068664
ENSMUSG00000034621.14	Gpatch8	22.186953	22.112704	23.457294	19.301484	20.212536
ENSMUSG00000034623.14	Prss55	0	0	0	0	0
ENSMUSG00000034634.7	Ly6d	0	0	0	0	0
ENSMUSG00000034636.9	Zyg11b	11.974965	15.479809	20.079471	24.739155	25.213574
ENSMUSG00000034639.7	Setmar	5.971853	5.042923	1.265169	0.85423	1.481533
ENSMUSG00000034640.9	Tiparp	27.905293	32.012268	63.943094	74.102582	92.353491
ENSMUSG00000034641.2	Cd300ld	0	0	0	0	0
ENSMUSG00000034645.14	Zyg11a	14.173923	15.971146	0	0	0
ENSMUSG00000034647.15	Ankrd12	11.00558	6.028998	26.458506	18.767144	25.256405
ENSMUSG00000034648.9	Lrrn1	0.638347	0.768769	0	0	0
ENSMUSG00000034652.12	Cd300a	0.134742	0.356427	0.049698	0.028521	0.027796
ENSMUSG00000034653.11	Ythdc2	10.628696	11.348777	4.391222	5.082164	5.043067
ENSMUSG00000034656.18	Cacna1a	41.33157	38.992766	9.62327	6.257769	10.60731
ENSMUSG00000034659.14	Tmem109	7.951209	7.56722	47.132125	44.272804	50.006842
ENSMUSG00000034660.8	Galp	0	0	0	0	0
ENSMUSG00000034663.13	Bmp2k	3.359785	4.066024	12.365478	16.359013	17.655564
ENSMUSG00000034664.13	Itga2b	4.103382	4.025699	7.580435	4.925247	5.934713
ENSMUSG00000034667.8	Xpot	106.983537	111.791579	44.410633	57.977849	56.129623
ENSMUSG00000034673.14	Pbx2	22.226798	20.156101	26.822766	24.315755	25.552999
ENSMUSG00000034674.18	Tdg	38.301738	40.545112	14.774748	11.631863	13.306557
ENSMUSG00000034675.17	Dbn1	7.478374	6.759742	63.623161	57.493575	58.100297
ENSMUSG00000034677.9	Gpr142	0.050083	0	0	0	0
ENSMUSG00000034681.17	Rnps1	169.854672	181.786769	110.793222	104.059777	107.042194
ENSMUSG00000034683.12	Ppp1r1c	0	0	0	0	0
ENSMUSG00000034684.12	Sema3f	3.85862	3.009455	13.300597	10.271473	13.716849
ENSMUSG00000034685.4	Fam171a2	1.480523	2.194524	34.282459	35.390921	31.328176
ENSMUSG00000034686.8	Prr7	1.316383	1.947953	10.994309	11.48663	8.902767
ENSMUSG00000034687.8	Fras1	0.054271	0.083679	0	0	0.002459
ENSMUSG00000034689.2	Spertl	0	0	0	0	0
ENSMUSG00000034690.13	Nlrp4c	1.211567	3.566442	0	0	0
ENSMUSG00000034701.9	Neurod1	14.867942	17.382794	0	0	0
ENSMUSG00000034706.16	Dnaic2	2.183728	2.855859	0.249767	0.166835	0.178479
ENSMUSG00000034707.7	Gns	16.67368	18.1324	120.390297	132.57143	134.990727
ENSMUSG00000034708.12	Grn	63.51435	61.743467	533.968567	562.062977	538.508862
ENSMUSG00000034709.8	Ppp1r21	12.729591	11.145617	27.223452	13.85928	11.757015
ENSMUSG00000034714.9	Ttyh2	7.587062	9.466597	23.410054	28.537004	24.22847
ENSMUSG00000034723.11	Tmx4	4.822913	4.668239	11.287533	14.472545	20.647064
ENSMUSG00000034724.18	Cnot6l	6.349624	7.560689	13.967532	19.55267	20.44342
ENSMUSG00000034729.16	Mrps10	73.404453	74.850166	45.009657	47.727384	41.456185
ENSMUSG00000034730.17	Adgrb1	4.768303	3.77735	0	0	0
ENSMUSG00000034731.11	Dgkh	6.250513	8.029221	6.380245	5.826001	5.681763
ENSMUSG00000034732.4	Pabpc5	0	0	0	0	0
ENSMUSG00000034738.8	Nostrin	0.176736	0.59123	0	0	0
ENSMUSG00000034739.17	Mfrp	0	0	0	0.039568	0
ENSMUSG00000034744.13	Nagk	8.40774	10.683044	44.256119	42.581374	40.197485
ENSMUSG00000034748.16	Sirt6	13.678837	18.322583	26.834037	23.001196	21.028601
ENSMUSG00000034751.17	Mast4	2.517607	3.165594	45.624287	54.663843	53.063605
ENSMUSG00000034755.18	Pcdh11x	0	0	0	0	0
ENSMUSG00000034757.15	Tmub2	13.870705	10.13487	22.793381	23.636885	24.691629
ENSMUSG00000034758.12	Tle6	6.901958	5.672903	10.387958	10.661101	7.734305
ENSMUSG00000034761.15	Map4k5	13.366995	13.651026	45.261355	47.392475	52.195568
ENSMUSG00000034762.9	Glis1	0.199489	0	27.713574	30.123152	32.846534
ENSMUSG00000034764.15	1700006J14Rik	2.166712	4.105185	2.156852	0.346108	0.338649
ENSMUSG00000034765.6	Dusp5	3.413948	1.764332	105.560993	84.30425	94.050285
ENSMUSG00000034768.4	Asb16	1.847777	2.151722	0	0	0
ENSMUSG00000034771.15	Tle2	0.789079	0.950182	17.772781	15.749372	15.072995
ENSMUSG00000034773.16	Hrob	17.772894	16.88118	6.00805	5.619083	8.409708
ENSMUSG00000034774.6	Dsg1c	0	0	0	0	0
ENSMUSG00000034777.2	Vax2	0.738203	0.243818	0.87359	0.544505	0.251763
ENSMUSG00000034780.6	B3galt1	0.640432	1.247043	0.994987	0.769453	1.353591
ENSMUSG00000034781.5	Gna11	24.855106	25.633971	48.000021	43.173216	45.112721
ENSMUSG00000034783.7	Cd207	0.064873	0.239115	0	0	0
ENSMUSG00000034785.14	Dio1	0	0.038488	0	0	0.06688
ENSMUSG00000034786.17	Gpsm3	5.93276	10.421962	0.364861	0.228839	0.303753
ENSMUSG00000034789.8	Rab24	24.614599	29.063481	56.250502	53.54641	56.901748
ENSMUSG00000034792.8	Gna15	13.212776	17.403794	0	0	0
ENSMUSG00000034793.15	G6pc3	18.519788	12.780064	30.433765	40.171191	34.521041
ENSMUSG00000034795.14	Ccdc122	5.489206	3.279076	6.632143	9.073073	10.795223
ENSMUSG00000034796.14	Cpne7	1.290167	1.042768	0.140279	0.096678	0.089223
ENSMUSG00000034799.16	Unc13a	6.631867	5.382411	3.202011	2.793941	2.778753
ENSMUSG00000034800.15	Zfp661	5.902785	4.677478	2.972919	2.365763	2.693691
ENSMUSG00000034801.13	Sos2	2.280255	2.027599	14.04157	16.097417	14.550018
ENSMUSG00000034807.9	Colgalt1	36.312026	37.626684	62.302446	57.285847	60.955075
ENSMUSG00000034810.7	Scn7a	0	0	0.038413	0.06855	0.097885
ENSMUSG00000034813.18	Grip1	0.704873	0.511506	0	0	0
ENSMUSG00000034818.17	Celf5	10.571788	6.643569	2.314749	3.069818	2.457257
ENSMUSG00000034820.4	Cpsf7	37.021619	41.008138	67.739821	65.79747	71.411651
ENSMUSG00000034825.14	Nrip3	1.414996	1.074884	0	0	0
ENSMUSG00000034826.14	Nup54	63.170167	69.565019	39.136824	40.935011	39.944981
ENSMUSG00000034829.8	Nxnl1	0.121326	0.380034	0.046405	0	0.01896
ENSMUSG00000034832.15	Tet3	1.441654	1.516771	7.471682	9.20166	9.660973
ENSMUSG00000034833.10	Tespa1	0.089605	0.164382	0	0	0
ENSMUSG00000034837.12	Gnat1	1.93275	3.136577	0	0	0
ENSMUSG00000034839.5	Larp6	0.03367	0.021279	1.36326	1.062336	1.180378
ENSMUSG00000034842.16	Art3	0.405817	0.162903	0	0	0
ENSMUSG00000034845.6	Plvap	1.310427	2.007954	0.068725	0	0.042384
ENSMUSG00000034848.17	Ttc21b	4.888569	4.732691	16.39755	17.210052	14.474385
ENSMUSG00000034850.15	Tmem127	5.457627	10.524859	29.495258	29.51041	31.413704
ENSMUSG00000034853.16	Acot11	2.311818	1.434698	2.113679	0.882564	0.790035
ENSMUSG00000034854.8	Mfsd12	3.937715	3.55194	3.753908	3.932204	6.060803
ENSMUSG00000034855.13	Cxcl10	2.662417	2.6101	0.367589	0.308583	0.699753
ENSMUSG00000034858.16	Fam214a	3.302268	3.350707	10.290349	11.593789	12.457323
ENSMUSG00000034863.9	Ano8	2.875813	3.951674	35.755189	34.592021	34.994757
ENSMUSG00000034867.16	Ankrd27	31.891373	29.341458	20.258329	21.385573	18.644951
ENSMUSG00000034868.9	Myl12b	250.23213	237.993651	141.470563	146.407465	130.603614
ENSMUSG00000034871.2	Fam151a	0.296913	0.281943	0	0	0.06097
ENSMUSG00000034872.6	Gipc3	0.300817	0.262574	0.038974	0.03204	0.096586
ENSMUSG00000034875.5	Nudt19	24.672725	19.580606	19.680347	17.206185	18.133333
ENSMUSG00000034880.7	Mrpl34	118.704206	124.226948	54.552273	53.322773	49.980077
ENSMUSG00000034881.8	Tbxa2r	1.373957	0.856152	0.081305	0	0.11392
ENSMUSG00000034883.9	Lrr1	20.010589	17.646504	3.236965	4.752663	2.982399
ENSMUSG00000034889.8	Cactin	12.610173	15.508409	23.65165	25.789554	22.434571
ENSMUSG00000034891.13	Sncb	1.42064	1.627964	0	0	0.029677
ENSMUSG00000034892.8	Rps29	6222.403643	5993.261908	2516.640698	2799.698432	2658.913113
ENSMUSG00000034893.9	Cog3	16.006576	17.101101	21.732222	21.839547	24.084879
ENSMUSG00000034898.17	Filip1	0.039719	0.066672	0.028973	0.088111	0.229385
ENSMUSG00000034902.17	Pip5k1c	15.723065	19.231352	38.41331	33.738779	40.089628
ENSMUSG00000034903.18	Cobll1	1.816098	0.605859	78.538464	86.866677	83.367387
ENSMUSG00000034906.15	Ncaph	49.677104	53.081784	20.265656	19.278411	21.955323
ENSMUSG00000034908.16	Sidt2	20.502623	18.396748	36.372125	48.836364	45.37322
ENSMUSG00000034910.5	Pygo1	0.489169	0.413686	2.732119	3.615288	3.4015
ENSMUSG00000034911.8	Ushbp1	0.398336	1.710749	0.048347	0	0
ENSMUSG00000034912.18	Mdga2	0.122516	0.133546	0	0	0
ENSMUSG00000034913.10	Cby2	0	0	0	0	0
ENSMUSG00000034917.8	Tjp3	10.810902	8.194134	0	0	0
ENSMUSG00000034918.8	Cdhr2	0.124395	0.071402	0.011879	0.067511	0.017677
ENSMUSG00000034919.2	Ttc22	0.016157	0.02021	0	0	0
ENSMUSG00000034923.9	Ly6g6f	0.393645	0.273484	0	0	0
ENSMUSG00000034926.3	Dhcr24	46.797261	49.37318	284.1592	258.119961	264.79386
ENSMUSG00000034928.16	Rnf44	100.293115	119.085481	53.053036	58.042542	60.219354
ENSMUSG00000034930.16	Rtkn	11.273748	15.551803	55.764099	47.243187	49.76343
ENSMUSG00000034931.15	Dhx8	32.1006	37.015351	22.543384	23.157694	22.086439
ENSMUSG00000034932.4	Mrpl54	48.776414	44.136856	96.654063	96.792597	96.785509
ENSMUSG00000034936.2	Arl4d	6.99955	7.613221	5.246003	4.965302	5.557618
ENSMUSG00000034940.15	Synrg	8.037342	10.811041	9.603699	9.049272	5.89196
ENSMUSG00000034947.13	Tmem106a	4.548772	2.509176	10.477558	13.453984	11.286405
ENSMUSG00000034949.18	Zfr2	1.075089	2.876111	0.691658	0.456151	0.225444
ENSMUSG00000034951.10	Cog7	18.039566	22.044746	11.790367	11.37352	11.247194
ENSMUSG00000034957.10	Cebpa	0.680086	0.6983	0	0	0
ENSMUSG00000034958.11	Atcay	0.929295	1.153305	0	0	0
ENSMUSG00000034959.8	Rubcnl	0	0	0.194258	0.594629	0.455053
ENSMUSG00000034968.3	Lbx2	0	0.30473	0.821835	0.692108	0.607258
ENSMUSG00000034973.16	Dop1a	7.770258	9.481375	5.72109	6.803891	7.724809
ENSMUSG00000034974.13	Dapk3	19.447494	19.441752	37.567475	34.291227	38.164567
ENSMUSG00000034981.9	Parm1	1.945578	2.211565	0	0	0
ENSMUSG00000034987.4	Hrh2	0.219393	0.219872	0	0	0.010057
ENSMUSG00000034990.15	Otoa	0	0	0.085629	0.158532	0.141195
ENSMUSG00000034993.7	Vat1	79.332371	78.399944	645.32722	664.150643	720.462106
ENSMUSG00000034994.10	Eef2	1510.310415	1430.95772	1608.362974	1499.186287	1458.26259
ENSMUSG00000034997.5	Htr2a	0	0	6.032719	6.778774	5.205604
ENSMUSG00000034998.18	Foxn2	26.924233	29.432031	26.383158	28.880431	29.996425
ENSMUSG00000035000.8	Dpp4	9.059139	7.444195	0.012668	0	0.03838
ENSMUSG00000035004.3	Igsf6	0	0	0	0	0.039883
ENSMUSG00000035007.5	Rundc1	2.949345	4.483939	12.206919	11.770295	11.638142
ENSMUSG00000035011.15	Zbtb7a	11.53271	12.078061	41.02394	45.756607	48.617173
ENSMUSG00000035020.11	Epgn	0	0	0	0.192527	0.096877
ENSMUSG00000035021.13	Baz1a	11.509119	19.772197	54.291333	40.82541	45.667473
ENSMUSG00000035024.16	Ncapd3	38.233257	42.04015	8.581528	7.925523	12.47675
ENSMUSG00000035027.18	Map2k2	43.628022	38.099836	145.86808	127.389367	129.908156
ENSMUSG00000035031.15	C8a	0.187862	0.140571	0	0	0
ENSMUSG00000035032.12	Nek11	0	0	0	0	0.067089
ENSMUSG00000035033.15	Tbr1	0	0	0.095973	0.189383	0.062625
ENSMUSG00000035041.8	Creb3l3	1.651042	0.667396	0.641941	0.177119	0.066027
ENSMUSG00000035042.2	Ccl5	0	0	0.675112	1.914787	0.987003
ENSMUSG00000035045.17	Zc3h12b	0.168517	0.092824	2.199562	2.110363	1.681372
ENSMUSG00000035047.9	Kri1	28.112104	30.509692	17.481538	15.544563	13.634069
ENSMUSG00000035048.13	Anapc13	75.620876	79.241013	36.96042	39.352479	37.068647
ENSMUSG00000035049.4	Rrp12	29.88113	31.438041	18.8095	15.8267	15.306843
ENSMUSG00000035051.15	Dhx57	9.13892	9.433365	13.768278	11.319739	10.408369
ENSMUSG00000035057.7	Mgat4d	0.281109	0.580195	0	0	0
ENSMUSG00000035062.13	Zc4h2	4.163591	4.84763	5.716399	4.787283	4.78588
ENSMUSG00000035064.17	Eef2k	10.111915	10.14881	20.718212	16.009713	17.104741
ENSMUSG00000035067.9	Xkr6	1.211559	2.292599	2.673327	2.293441	2.838857
ENSMUSG00000035069.3	Oma1	15.155206	11.630136	5.081545	5.401289	4.293227
ENSMUSG00000035078.6	Mtmr9	36.395833	36.057157	22.448237	25.407425	25.827178
ENSMUSG00000035085.5	1700020L24Rik	0.16095	0	0.374151	0.235578	0.051553
ENSMUSG00000035086.13	Becn1	40.781533	49.604354	73.479263	56.418294	66.806313
ENSMUSG00000035093.16	Secisbp2l	11.762441	12.276206	27.424155	27.495254	32.203497
ENSMUSG00000035095.11	Fam167a	3.484393	4.267274	0	0	0
ENSMUSG00000035104.14	Eva1a	1.266212	1.905074	5.369676	3.317183	1.894232
ENSMUSG00000035105.5	Egln3	10.354902	12.371118	4.096929	4.024231	3.197222
ENSMUSG00000035107.13	Dcbld2	9.249423	9.853682	19.290668	19.500472	20.981295
ENSMUSG00000035109.14	Shc4	0.254071	0	1.847076	1.944043	1.898759
ENSMUSG00000035112.17	Wnk4	0.655774	0.231077	0.964406	0.935472	1.634898
ENSMUSG00000035121.6	Neil2	11.692889	12.529778	0.322872	0.075888	0.178858
ENSMUSG00000035125.10	Gcfc2	16.429389	21.966649	3.523697	3.73443	5.403459
ENSMUSG00000035126.19	Wdr78	0.508118	1.346705	0.676248	0.670486	0.70579
ENSMUSG00000035129.6	Gm6781	0	0	0.104172	0.166941	0.071429
ENSMUSG00000035131.14	Brinp3	0.030601	0	1.249508	1.280628	1.430561
ENSMUSG00000035133.9	Arhgap5	41.733077	41.272859	64.10621	86.465036	78.841224
ENSMUSG00000035139.14	Secisbp2	17.585434	16.490093	9.353406	8.694029	7.578613
ENSMUSG00000035142.18	Nubpl	14.242314	17.30417	3.248975	2.483415	2.972599
ENSMUSG00000035148.4	Gpr33	0	0	0	0	0
ENSMUSG00000035150.15	Eif2s3x	199.844299	221.750864	116.048086	125.760264	113.964565
ENSMUSG00000035151.12	Elmod2	9.301157	9.235122	4.05712	4.55197	4.76997
ENSMUSG00000035152.14	Ap2b1	48.550285	53.270172	79.716525	74.565903	66.902611
ENSMUSG00000035158.15	Mitf	7.06712	7.8727	16.038654	19.908459	22.592392
ENSMUSG00000035161.7	Ints6	13.886569	15.310594	8.684138	9.702225	17.05154
ENSMUSG00000035164.8	Zc3h12c	0.361548	0.393981	5.853764	5.708703	6.815182
ENSMUSG00000035165.14	Kcne3	0.049989	0	0	0	0
ENSMUSG00000035168.16	Tanc1	24.306549	26.376186	41.543315	42.129073	49.223109
ENSMUSG00000035171.9	1110059E24Rik	208.153532	271.751637	19.79825	28.909879	25.151187
ENSMUSG00000035172.15	Plekhh3	0.919562	0.902999	11.02526	9.980873	12.378409
ENSMUSG00000035173.14	Ccdc186	14.665459	15.496185	13.123061	13.761126	18.153908
ENSMUSG00000035177.8	Nlrp2	0	0	1.02509	0.71572	0.917811
ENSMUSG00000035179.4	Ppp1r32	0.156428	0.243524	0.160299	0.168941	0.476817
ENSMUSG00000035181.6	Heatr5a	15.187806	13.529451	33.225624	35.011915	32.291209
ENSMUSG00000035183.14	Slc24a5	0.406258	0.247875	0.070452	0	0.05638
ENSMUSG00000035184.15	Fam124a	1.681086	3.186179	0	0	0
ENSMUSG00000035186.6	Ubd	0	0	0.162513	0	0.168814
ENSMUSG00000035187.10	Nkx6-1	0	0.088836	0	0	0
ENSMUSG00000035189.17	Ano4	0.036247	0.064363	0	0	0
ENSMUSG00000035191.15	Rfpl4	0	0	0	0	0
ENSMUSG00000035198.9	Tubg1	29.035725	30.17476	26.990583	26.330865	23.518509
ENSMUSG00000035199.6	Arl6ip5	48.016827	44.350717	241.135718	221.691855	254.821387
ENSMUSG00000035200.7	Chrnb4	1.120845	0.885645	0	0.052838	0.023086
ENSMUSG00000035201.15	B020004J07Rik	1.017499	0.732513	0	0	0
ENSMUSG00000035202.8	Lars2	186.228043	122.29506	57.387858	201.781079	189.973939
ENSMUSG00000035203.16	Epn1	38.466142	46.02812	69.892614	77.572041	74.769434
