gene_id	gene_name	GSM9304310_mESC_E14_ctrl_A_d4	GSM9304311_mESC_E14_ctrl_B_d4	GSM9396007_MEF_3T3_mock_A_4hpi	GSM9396008_MEF_3T3_mock_B_4hpi	GSM9396009_MEF_3T3_mock_C_4hpi
ENSMUSG00000102376.1	Gm37975	0.079808	0.163789	0	0	0
ENSMUSG00000102377.1	Gm37974	0	0	0	0	0
ENSMUSG00000102378.1	Gm37972	0	0	0	0	0
ENSMUSG00000102379.1	Gm37971	0	0	0	0	0
ENSMUSG00000102380.1	Gm38140	0.04993	0	0	0	0
ENSMUSG00000102381.1	Ighv8-7	0	0	0	0	0
ENSMUSG00000102382.1	Gm38141	0	0	0	0	0
ENSMUSG00000102383.1	Gm38142	0.017066	0	0	0	0
ENSMUSG00000102384.1	Gm38143	1.742787	0	0	0	0
ENSMUSG00000102385.1	Gm38144	0	0	0	0	0
ENSMUSG00000102386.1	2900022M07Rik	0	0	0	0	0
ENSMUSG00000102387.1	Gm38145	0	0	0	0	0
ENSMUSG00000102388.5	Gm33815	0	0	0	0	0
ENSMUSG00000102389.1	D630023O14Rik	0.318355	0.180619	0	0	0
ENSMUSG00000102390.1	Gm37579	0	0	0	0	0
ENSMUSG00000102391.1	Gm37578	0	0	0	0	0
ENSMUSG00000102392.5	Gm37577	0	0	0	0	0
ENSMUSG00000102393.1	Gm37576	0	0	0	0	0
ENSMUSG00000102394.1	Gm37575	0	0	0	0	0
ENSMUSG00000102396.1	Gm37574	0	0	0	0	0
ENSMUSG00000102397.1	Gm37573	0	0	0	0	0
ENSMUSG00000102398.1	Gm37580	0	0.156143	0	0.028913	0
ENSMUSG00000102399.1	Gm5049	0.092331	0	0	0	0
ENSMUSG00000102401.1	Gm37864	0.152211	0	0	0	0.055628
ENSMUSG00000102402.1	Gm20840	0	0	0	0	0
ENSMUSG00000102403.1	Gm38187	0	0.060223	0	0	0
ENSMUSG00000102404.1	5530400K19Rik	0	0	0.073517	0.080003	0.103441
ENSMUSG00000102405.1	Gm37863	0	0	0	0	0
ENSMUSG00000102406.1	A730094K22Rik	0	0	0	0	0
ENSMUSG00000102407.1	Gm37862	0	0	0	0	0
ENSMUSG00000102408.1	4930568G15Rik	0	0	0	0	0
ENSMUSG00000102409.1	Trbv18	0	0	0	0	0
ENSMUSG00000102410.1	Gm36935	0	0	0	0	0
ENSMUSG00000102411.1	Gm36936	3.324886	3.865923	1.975978	2.067014	1.551096
ENSMUSG00000102413.1	Gm36937	0	0	0	0	0.156202
ENSMUSG00000102414.1	Gm36938	0	0	0	0	0
ENSMUSG00000102415.1	A430110C17Rik	0.039055	0.173631	0	0.017367	0.022435
ENSMUSG00000102416.4	4933424G06Rik	0	0.148636	0.05242	0.238338	0.079225
ENSMUSG00000102417.1	Gm36939	0	0	0	0	0
ENSMUSG00000102418.1	Sh2d1b1	0	0	0.025473	0.032323	0.082973
ENSMUSG00000102419.1	Gm36940	0.067296	0.24386	0.079358	0	0.086009
ENSMUSG00000102420.1	Gm37464	0	0.076481	0	0	0
ENSMUSG00000102422.1	Iqschfp	0	0	0	0	0
ENSMUSG00000102423.1	Gm37465	0	0	0	0	0.032789
ENSMUSG00000102424.2	Paupar	0	0	0	0	0
ENSMUSG00000102425.1	Gm26616	0.248988	0	0.200168	0.136976	0.374737
ENSMUSG00000102427.1	Gm37463	0	0	0	0	0.110514
ENSMUSG00000102428.1	Pcdhga12	3.083621	4.28671	0	0.078429	0.087627
ENSMUSG00000102429.5	Gm37462	0	0	0	0	0
ENSMUSG00000102430.1	Gm38051	0	0.228486	0	0	0
ENSMUSG00000102432.1	Gm29856	0	0	0	0	0
ENSMUSG00000102433.1	Gm38050	0	0	0	0	0
ENSMUSG00000102434.1	Gm38049	0	0	0	0	0
ENSMUSG00000102436.1	Gm38047	0	0.159258	0	0	0
ENSMUSG00000102438.1	Gm17953	0	0	0	0	0
ENSMUSG00000102439.4	Flg	0	0.178175	0	0	0
ENSMUSG00000102440.1	Pcdhga9	0.234276	0.63426	0.213783	0.148249	0.139335
ENSMUSG00000102441.1	Gm38032	0	0	0	0	0
ENSMUSG00000102442.1	Gm37103	0	0	0	0	0
ENSMUSG00000102443.1	Gm37102	0.129072	0.315929	0.066284	0	0.076008
ENSMUSG00000102445.1	Gm37104	0	0	0	0	0
ENSMUSG00000102446.1	Gm17965	0	0	0	0	0
ENSMUSG00000102447.1	Gm6621	0	0	0.111113	0	0.060441
ENSMUSG00000102448.1	Gm37101	0	0	0	0	0
ENSMUSG00000102449.1	Gm37100	0	0	0	0	0
ENSMUSG00000102450.1	Gm38343	0	0	0	0	0
ENSMUSG00000102451.1	Gm37655	0	0	0	0	0
ENSMUSG00000102452.1	Gm38344	0.330316	0	0	0	0
ENSMUSG00000102453.1	Ighv1-48	0	0	0	0	0
ENSMUSG00000102456.1	Gm37508	0	0	0	0	0
ENSMUSG00000102457.1	Gm38342	0	0	0.019708	0.12791	0.084621
ENSMUSG00000102458.1	Pisrt1	0	0	0	0	0
ENSMUSG00000102459.1	Gm38352	0	0	0	0	0
ENSMUSG00000102460.1	Gm38197	0	0	0	0	0.022422
ENSMUSG00000102461.1	Gm37166	0.215444	0	0	0	0
ENSMUSG00000102462.1	Gm5542	0	0.193441	0	0	0
ENSMUSG00000102463.1	1700003N22Rik	0	0	0	0	0
ENSMUSG00000102464.2	Gm38199	0	0	0	0	0
ENSMUSG00000102465.1	Gm38198	0	0.047683	0	0	0
ENSMUSG00000102466.1	Gm38200	0	0	0	0	0
ENSMUSG00000102467.1	Gm37167	0	0	0	0	0
ENSMUSG00000102469.1	Gm38201	0	0	0	0	0
ENSMUSG00000102470.1	Gm37244	0	0	0	0.104913	0
ENSMUSG00000102471.1	Gm5100	0.101045	1.148187	0	0.147199	0
ENSMUSG00000102473.1	Gm37243	0	0	0	0	0
ENSMUSG00000102474.1	2610012C04Rik	0	0	0	0	0
ENSMUSG00000102475.1	Gm37246	0	0	0	0	0
ENSMUSG00000102476.1	Gm37245	0	0	0	0	0.028058
ENSMUSG00000102478.1	BC085271	0.616143	0.429205	0.561666	0.049454	0
ENSMUSG00000102479.1	Gm18551	1.638183	1.25023	0	0	0
ENSMUSG00000102480.1	Gm37926	0	0	0	0	0
ENSMUSG00000102481.1	Gm37925	0	0	0	0	0
ENSMUSG00000102482.1	Gm37924	0	0.124719	0.049314	0.019618	0.101804
ENSMUSG00000102483.2	Catspere1	0.036243	0.088168	0	0	0
ENSMUSG00000102484.1	Gm37923	0	0	0	0	0
ENSMUSG00000102485.1	Gm37922	0	0	0	0	0
ENSMUSG00000102486.1	Gm37921	0	0	0	0	0
ENSMUSG00000102487.1	Gm21871	0	0	0	0	0
ENSMUSG00000102488.1	Gm37920	0	0	0	0	0
ENSMUSG00000102489.1	Dnmt3a-ps1	0	0	0	0	0
ENSMUSG00000102490.1	Gm36985	0.968257	0.288875	1.32436	0.656412	0.614429
ENSMUSG00000102491.1	Gm36986	0	0	0	0	0
ENSMUSG00000102492.1	Gm36987	0	0	0	0	0
ENSMUSG00000102493.1	Gm8010	0	0	0	0	0
ENSMUSG00000102494.1	Gm36988	0	0	0	0.121799	0.097787
ENSMUSG00000102495.1	Gm26524	0	0	0	0	0
ENSMUSG00000102496.1	Gm36989	3.518456	4.998824	0.230826	0.286058	0.678447
ENSMUSG00000102497.1	Ighv13-1	0	0	0	0	0
ENSMUSG00000102498.1	Gm19445	0	0	0	0	0
ENSMUSG00000102499.1	Gm36984	0	0	0	0	0
ENSMUSG00000102500.1	Gm37371	0	0	0	0	0
ENSMUSG00000102501.1	Gm37372	0	0	0	0	0
ENSMUSG00000102502.1	Ighv1-10	0	0	0	0	0
ENSMUSG00000102503.1	Gm37370	0	0	0	0.097611	0.250838
ENSMUSG00000102504.1	Gm21955	0.157987	0.056141	0	0	0
ENSMUSG00000102505.1	1600017P15Rik	0	0	0	0	0
ENSMUSG00000102506.1	Gm37369	0	0	0	0	0
ENSMUSG00000102508.1	Gm37367	0	0	0	0	0
ENSMUSG00000102509.1	Gm37368	0	0	0	0	0
ENSMUSG00000102510.2	Olfr1398-ps1	0	0	0	0	0
ENSMUSG00000102511.1	Gm38086	0	0	0	0	0
ENSMUSG00000102512.1	Ighv1-29	0	0	0	0	0
ENSMUSG00000102513.1	Gm32347	0	0	0	0	0
ENSMUSG00000102514.1	Gm35323	0	0	0	0	0
ENSMUSG00000102515.1	Ighv12-2	0	0	0	0	0
ENSMUSG00000102516.1	Gm38340	0	0	0	0.037666	0.012243
ENSMUSG00000102517.1	Gm38085	0.037748	0.126472	0	0	0
ENSMUSG00000102518.1	Gm38339	0	0	0	0	0
ENSMUSG00000102521.1	Gm37781	0	0	0	0	0
ENSMUSG00000102522.1	Gm37782	0	0	0	0	0
ENSMUSG00000102523.1	Gm37783	0	0	0.319003	0.254697	0.187947
ENSMUSG00000102524.1	Ighv1-2	0	0	0	0	0
ENSMUSG00000102525.1	Gm37784	0	0	3.595974	0	0
ENSMUSG00000102526.1	Gm37785	0.569278	1.957492	0.057825	0.032847	0.063625
ENSMUSG00000102528.1	Ighv1-45	0	0	0	0	0
ENSMUSG00000102529.1	Gm29740	0	0	0	0	0
ENSMUSG00000102530.1	Gm37228	0	0	0	0	0
ENSMUSG00000102531.1	1110002O04Rik	0	0.774712	0	0	0
ENSMUSG00000102532.1	Gm37227	0	0	0	0	0
ENSMUSG00000102533.1	Gm37226	0	0	0	0.095978	0.01538
ENSMUSG00000102534.1	Gm37225	0	0	0	0	0
ENSMUSG00000102535.1	Ighv1-41	0	0	0	0	0
ENSMUSG00000102536.1	1700039I01Rik	0	0	0	0	0
ENSMUSG00000102537.1	Gm37224	0	0	0	0	0
ENSMUSG00000102538.1	Gm37230	0	0	0	0	0
ENSMUSG00000102539.1	Gm37229	0	0	0	0	0
ENSMUSG00000102540.1	Gm38134	0	0	0	0	0
ENSMUSG00000102541.1	Gm38135	0	0	0	0	0
ENSMUSG00000102542.1	Gm38133	0	0	0	0	0
ENSMUSG00000102543.5	Pcdhgc5	0.290986	0.491235	2.00615	3.489048	2.419755
ENSMUSG00000102544.1	Gm5103	0	0	0	0	0
ENSMUSG00000102545.1	6430573P05Rik	0.05519	0.801655	0.053019	0.181909	0.596681
ENSMUSG00000102546.1	Gm9722	0.236584	0	0	0.432534	0
ENSMUSG00000102547.1	Gm38136	0	0	0	0	0
ENSMUSG00000102548.1	Gm16701	0	0	0.234459	0.592823	0.188435
ENSMUSG00000102549.1	Gm38137	0	0	0	0	0
ENSMUSG00000102550.1	Gm8276	27.993295	30.277739	0.629939	0.224708	0.07268
ENSMUSG00000102553.1	D930036K23Rik	0	0	0.205355	0.3234	0.38236
ENSMUSG00000102554.1	Gm37568	0.914268	0	0	0	0.645221
ENSMUSG00000102555.1	6430511E19Rik	0.700577	0.313863	0.205034	0.274661	0.220964
ENSMUSG00000102556.1	Gm37569	0	0	0	0.064304	0
ENSMUSG00000102558.1	Gm37571	0	0	0	0	0
ENSMUSG00000102559.1	Gm37570	0.534929	0	0.023538	0.096586	0.185102
ENSMUSG00000102561.1	Gm37039	0	0	0	0	0
ENSMUSG00000102562.1	Gm37694	0	0	0.210003	0.115426	0.320593
ENSMUSG00000102563.1	Gm37695	0	0	0	0	0.109654
ENSMUSG00000102564.1	Gm37035	0	0	0	0	0
ENSMUSG00000102565.1	Gm37036	0	0	0	0	0
ENSMUSG00000102566.1	Gm37037	0	0	0	0	0
ENSMUSG00000102568.1	Gm37040	0	0	0	0	0
ENSMUSG00000102569.1	Gm37041	0	0	0	0	0
ENSMUSG00000102570.1	Gm37968	0.106038	0.130364	0.218908	0.047921	0.169999
ENSMUSG00000102571.1	Gm37967	0.051986	0.031628	0	0	0.043524
ENSMUSG00000102572.1	Gm37966	0	0	0	0	0
ENSMUSG00000102573.1	Gm7265	0.323334	0.310314	0	0.111199	0.09582
ENSMUSG00000102574.1	Gm33206	0	0	0	0	0
ENSMUSG00000102575.1	Gm37241	0	0	0	0	0
ENSMUSG00000102576.5	Gm37875	0	0	0	0	0
ENSMUSG00000102577.1	Gm37969	0.056756	0.121725	0.223631	0.019719	0.140803
ENSMUSG00000102578.1	Gm10576	0.677246	0	0	0	0
ENSMUSG00000102579.1	Gm37965	0	0	0	0	0
ENSMUSG00000102580.1	Gm37442	0	0	0	0	0
ENSMUSG00000102581.1	Gm37443	0	0	0	0	0
ENSMUSG00000102582.1	Gm37440	0	0	0	0	0
ENSMUSG00000102583.1	Gm37441	0	0	0	0	0
ENSMUSG00000102584.1	Gm37438	0	0	0	0	0
ENSMUSG00000102585.1	Gm37439	0	0	0	0	0
ENSMUSG00000102586.5	Gm38003	0	0	0	0	0
ENSMUSG00000102587.1	Ighv1-13	0	0	0	0	0
ENSMUSG00000102588.1	Gm37444	0.478942	0	0	0.354899	0
ENSMUSG00000102589.1	Gm37445	0	0	0	0	0
ENSMUSG00000102590.1	Mannr	0	0	0.251544	0.107675	0.345526
ENSMUSG00000102591.1	Gm38383	0.335941	0.117499	0	0	0
ENSMUSG00000102592.1	Gm38385	0	0	0	0	0
ENSMUSG00000102593.1	Gm38384	0	0	0	0	0
ENSMUSG00000102594.1	Gm38381	0	0	0	0	0.021356
ENSMUSG00000102595.1	Gm30097	0	0	0	0	0
ENSMUSG00000102596.1	Gm20203	0	0	0	0	0
ENSMUSG00000102597.1	Gm38382	0	0	0	0	0
ENSMUSG00000102598.1	Gm35670	0	0	0	0	0
ENSMUSG00000102599.1	Gm38386	0	0	0	0	0
ENSMUSG00000102600.1	Gm37266	0	0	0	0	0
ENSMUSG00000102601.1	Ighv3-7	0	0	0	0	0
ENSMUSG00000102602.1	A930004J17Rik	2.415634	3.68851	1.241714	0.945096	1.222305
ENSMUSG00000102603.2	Olfr431-ps1	0	0	0	0	0
ENSMUSG00000102605.1	Gm37264	0	0	0.095228	0.028816	0.149951
ENSMUSG00000102606.1	Rpl21-ps1	0.357396	0	0	0.154555	0.101279
ENSMUSG00000102607.1	Gm37265	0	0	0	0	0
ENSMUSG00000102608.1	Gm37267	0	0	0	0	0
ENSMUSG00000102609.1	Gm18432	0	0	0	0	0.057002
ENSMUSG00000102610.1	Gm37846	0	0	0	0	0.014034
ENSMUSG00000102612.1	Gm37845	0	0	0	0	0
ENSMUSG00000102613.1	Gm20836	0	0	0	0	0
ENSMUSG00000102614.1	Gm37843	0	0	0	0	0
ENSMUSG00000102615.1	Gm37844	0.071375	0.087686	0	0	0
ENSMUSG00000102616.1	Gm37841	0	0	0	0	0
ENSMUSG00000102617.1	Gm37842	0	0	0	0	0
ENSMUSG00000102618.1	Gm37848	0	0	0	0	0
ENSMUSG00000102619.1	Gm37849	0	0	0	0	0.031195
ENSMUSG00000102620.1	Gm37675	0	0	0	0	0
ENSMUSG00000102621.1	Gm37674	0	0	0.198233	0.309005	0.456381
ENSMUSG00000102622.1	Trbv7	0	0	0	0	0
ENSMUSG00000102623.1	Gm37673	0.048335	0.029457	0	0	0.041554
ENSMUSG00000102624.1	Gm37059	0	0	0	0	0
ENSMUSG00000102625.1	Gm37672	0	0.131451	0	0	0
ENSMUSG00000102626.1	Gm18553	0	0	0	0	0
ENSMUSG00000102627.1	Snurf	0	0	5.319012	0	1.894675
ENSMUSG00000102628.1	Gm37671	0	0	0	0	0
ENSMUSG00000102629.1	Gm29999	0	0	0	0	0
ENSMUSG00000102630.1	Gm37289	0	0.14039	0	0.150647	0
ENSMUSG00000102632.1	Gm37786	0	0.443966	0.076386	0.043088	0.013976
ENSMUSG00000102633.1	Gm38224	0.101511	0.321492	0	0.127175	0.027495
ENSMUSG00000102634.1	Gm38225	0	0	0	0	0
ENSMUSG00000102635.1	Gm36638	0	0	0	0	0
ENSMUSG00000102636.1	Gm31466	0	0	0	0	0
ENSMUSG00000102637.1	Gm8684	0	0.044323	0	0	0
ENSMUSG00000102639.1	Gm38223	0	0	0	0	0
ENSMUSG00000102641.1	Ighv1-3	0	0	0	0	0
ENSMUSG00000102642.1	A130048G24Rik	0	0	0	0	0.020777
ENSMUSG00000102643.1	Gm37547	0	0	0	0	0
ENSMUSG00000102644.5	Thap6	3.586223	5.845642	2.55983	2.35734	2.518025
ENSMUSG00000102645.1	Ighv5-5	0	0	0	0	0
ENSMUSG00000102646.1	Gm19694	0	0	0	0	0
ENSMUSG00000102647.1	Gm38024	0.100858	0	0	0	0
ENSMUSG00000102648.1	Gm38022	0	0	1.094826	0.259224	0
ENSMUSG00000102649.1	Gm38021	0	0	0	0	0.071033
ENSMUSG00000102650.1	Gm19863	0	0	0	0	0
ENSMUSG00000102651.1	Gm37080	0	0	0	0	0
ENSMUSG00000102652.1	Gm37078	0	0	0.036616	0	0.085106
ENSMUSG00000102653.1	Gm37079	0	0	0	0	0
ENSMUSG00000102654.1	Ighv1-21	0	0	0	0	0
ENSMUSG00000102655.1	Gm37081	0	0	0	0	0
ENSMUSG00000102656.1	Ighv1-32	0	0	0	0	0
ENSMUSG00000102657.1	Gm37899	0.030916	0.120397	0.063166	0.010182	0.062735
ENSMUSG00000102658.1	Gm37076	0	0	0	0	0
ENSMUSG00000102659.1	Gm37077	0.115792	0.276151	0	0	0
ENSMUSG00000102660.1	Gm38378	0	0	0	0	0
ENSMUSG00000102661.1	Gm34816	0	0	0	0	0
ENSMUSG00000102662.1	Gm38377	0	0	0	0	0.026654
ENSMUSG00000102663.1	Gm6631	0	0	0	0	0
ENSMUSG00000102664.1	Gm38380	0.208718	0	0	0.080243	0
ENSMUSG00000102665.1	Gm38379	0	0	0	0	0
ENSMUSG00000102666.1	Gm8599	0	0	0.168466	0	0
ENSMUSG00000102667.1	Gm19901	0	0	0	0	0
ENSMUSG00000102668.1	Gm29866	0	0	0	0	0
ENSMUSG00000102670.1	Gm37436	0	0	0	0.121384	0.231855
ENSMUSG00000102672.1	Gm37105	0.60548	1.260839	0	0	0
ENSMUSG00000102673.1	Gm37437	0	0	0	0	0
ENSMUSG00000102674.1	8030442B05Rik	0	0	0	0	0
ENSMUSG00000102676.1	Gm37435	0	0	0.157827	0.311499	0.118967
ENSMUSG00000102677.1	4930535E02Rik	0	0	0	0	0
ENSMUSG00000102678.1	Ighv1-21-1	0	0	0	0	0
ENSMUSG00000102679.1	Gm20557	0	0	0	0	0
ENSMUSG00000102680.1	Gm37222	0	0	0	0	0.017949
ENSMUSG00000102681.1	Gm37221	0	0	0	0	0
ENSMUSG00000102682.5	Gm37223	0	0	0	0	0
ENSMUSG00000102684.1	Gm37374	0	0	0	0	0
ENSMUSG00000102685.1	Gm37373	0.158679	0	0.027584	0.038332	0
ENSMUSG00000102686.1	Gm37220	0	0	0	0	0
ENSMUSG00000102687.1	Gm37219	0	0	0	0	0
ENSMUSG00000102688.1	Gm37218	0	0	0	0	0
ENSMUSG00000102689.1	Gm37217	0	0	0	0	0
ENSMUSG00000102690.1	Gm37779	0	0	0	0	0
ENSMUSG00000102691.1	Gm37780	0.428206	0.803383	0.439026	0.272969	0.325802
ENSMUSG00000102692.1	Dchs2	0.03272	0.020271	0	0	0
ENSMUSG00000102693.1	4933401J01Rik	0	0	0	0	0
ENSMUSG00000102694.1	Gm37496	0	0.023987	0	0	0
ENSMUSG00000102696.1	Gm37778	0	0	0	0	0
ENSMUSG00000102697.1	Pcdhac2	0.019183	0	0	0	0.011502
ENSMUSG00000102698.1	Gm37777	0	0	0	0	0
ENSMUSG00000102699.1	4930433B08Rik	0	0	0	0	0
ENSMUSG00000102700.1	Gm38312	2.482321	5.058233	0	0	0
ENSMUSG00000102701.1	9430083B18Rik	0	0	0	0	0
ENSMUSG00000102702.1	Gm37260	0	0	0	0	0
ENSMUSG00000102703.1	Gm38313	0.315706	0	0	0	0
ENSMUSG00000102704.1	Gm38309	0	0	0	0	0
ENSMUSG00000102705.2	4632432E15Rik	0	0	0	0	0
ENSMUSG00000102706.1	Gm7417	0	0	0	0	0
ENSMUSG00000102707.1	Gm38311	0	0	0	0	0
ENSMUSG00000102709.1	Gm38308	0	0	0	0	0
ENSMUSG00000102710.1	Gm4857	0	0	0	0	0
ENSMUSG00000102712.1	Gm37758	2.937616	2.456253	10.473119	10.13756	7.736804
ENSMUSG00000102713.1	Gm29994	0.092651	0	0.168393	0	0
ENSMUSG00000102714.1	Gm37618	0.094377	0	0	0	0
ENSMUSG00000102715.1	Gm6209	0	0	0	0	0
ENSMUSG00000102716.1	Gm5099	0	0	0	0	0
ENSMUSG00000102717.1	Gm37759	0	0	0	0	0
ENSMUSG00000102718.1	Gm37761	0	0.034156	0	0	0
ENSMUSG00000102719.1	Gm37760	2.07898	1.104671	0.08782	0.077441	0.099406
ENSMUSG00000102721.1	A630081D01Rik	0	0	0	0	0
ENSMUSG00000102722.1	Gm37935	0	0.161862	0	0	0.118798
ENSMUSG00000102723.1	Gm37936	0	0	0	0	0
ENSMUSG00000102725.2	Gm37939	0	0	0	0	0
ENSMUSG00000102726.1	Gm37937	0	0	0	0	0
ENSMUSG00000102728.1	Gm37934	0	0	0	0	0
ENSMUSG00000102729.1	Gm32444	0	0	0	0	0
ENSMUSG00000102730.1	Gm38138	0	0	0	0	0
ENSMUSG00000102731.1	Gm38261	0	0	1.036412	0	0
ENSMUSG00000102732.1	Gm37342	0	0	0	0	0.040778
ENSMUSG00000102733.1	Gm38262	0	0	0	0	0
ENSMUSG00000102734.1	Gm37343	0	0	0	0	0
ENSMUSG00000102735.1	Gm7369	0.052314	0	0	0	0
ENSMUSG00000102737.1	1700016A09Rik	0	0.201912	0	0.459226	0.233105
ENSMUSG00000102738.1	1700006P03Rik	0	0	0	0	0
ENSMUSG00000102739.1	Gm20772	0	0	0	0	0
ENSMUSG00000102740.1	Gm37599	0	0	0	0	0
ENSMUSG00000102741.1	Gm2979	0	0	0	0	0
ENSMUSG00000102742.1	Pcdhga11	1.219192	1.926199	0.37342	0.268563	0.222358
ENSMUSG00000102743.1	Gm38108	0	0	0	0	0
ENSMUSG00000102744.1	5830444F18Rik	0	0	0	0	0
ENSMUSG00000102745.1	Gm37600	0	0	0.10014	0	0
ENSMUSG00000102746.1	Gm37601	0	0	0	0	0
ENSMUSG00000102747.1	Gm37602	0	0	0	0	0
ENSMUSG00000102748.1	Pcdhgb2	0.108318	0.060553	24.745962	24.431776	24.614346
ENSMUSG00000102749.1	Gm37598	0	0	0	0	0
ENSMUSG00000102750.1	Gm37058	0.037181	0	0	0	0
ENSMUSG00000102751.1	Gm37057	0	0.380134	0	0	0
ENSMUSG00000102752.1	Gm7694	0.249905	0.318104	0	0.017005	0.022262
ENSMUSG00000102753.1	Gm37056	0	0	0	0	0
ENSMUSG00000102754.1	Gm38183	0	0	0	0	0
ENSMUSG00000102755.1	Gm37055	0	0	0	0	0
ENSMUSG00000102756.1	Gm37054	0	0	0	0	0
ENSMUSG00000102757.1	Gm2756	0	0	0	0	0
ENSMUSG00000102758.3	Naaladl2	0	0	0.069349	0.048904	0.318876
ENSMUSG00000102759.1	Gm10463	0	0	0.057228	0.369618	0.12793
ENSMUSG00000102760.1	Gm37258	0.648709	0.902199	0	0	0.046745
ENSMUSG00000102761.1	Gm37184	0	0	0	0	0.188827
ENSMUSG00000102762.1	4930403P22Rik	0	0	0	0	0
ENSMUSG00000102763.1	Gm37257	0	0	0	0	0
ENSMUSG00000102764.1	Gm37183	0	0	0	0	0.017363
ENSMUSG00000102765.1	Ighv1-62	0	0	0	0	0
ENSMUSG00000102766.1	Gm6420	0	0	0	0	0
ENSMUSG00000102768.1	Gm19002	0	0	0	0	0
ENSMUSG00000102769.1	Gm37185	0	0	0	0	0
ENSMUSG00000102770.1	Gm38163	0	0	0	0	0
ENSMUSG00000102771.1	Gm33320	0	0	0	0	0
ENSMUSG00000102772.5	Gm32114	0	0	0	0	0
ENSMUSG00000102773.1	Ighv1-17-1	0	0	0	0	0
ENSMUSG00000102774.1	Gm9748	0	0	0	0	0
ENSMUSG00000102775.1	Gm38160	0	0	0	0	0.039522
ENSMUSG00000102776.1	Gm38162	0.225358	0.153759	0.02042	0.044612	0.057061
ENSMUSG00000102777.1	Gm38161	0	0	0	0	0
ENSMUSG00000102778.1	Gm38165	0	0	0	0	0
ENSMUSG00000102779.1	Gm38164	0	0.617211	0	0	0
ENSMUSG00000102780.1	Gm38253	0.953148	0.323121	0.890593	1.311412	1.072796
ENSMUSG00000102782.1	Gm37625	0.280464	0.387099	0.028755	0	0.022562
ENSMUSG00000102783.1	Gm38254	0	0	0	0	0
ENSMUSG00000102784.1	Gm38251	0	0	0	0	0
ENSMUSG00000102785.5	Gm2447	0	0	0	0	0
ENSMUSG00000102786.1	Gm38252	0	0	0	0	0
ENSMUSG00000102787.5	Gm30174	0	0	0	0	0
ENSMUSG00000102788.1	Gm38255	0	0	0	0.083863	0
ENSMUSG00000102789.1	Gm38256	0	0	0	0	0
ENSMUSG00000102790.1	Gm37272	0	0	0	0	0
ENSMUSG00000102791.1	Gm37709	0	0	0	0	0
ENSMUSG00000102792.1	Gm32175	0	0	0	0	0
ENSMUSG00000102793.1	Gm37708	0	0	0	0	0
ENSMUSG00000102794.1	Gm37712	0	0	0	0	0
ENSMUSG00000102795.1	Gm6236	0	0	0	0	0
ENSMUSG00000102796.1	Gm37711	0.104865	0	0	0	0
ENSMUSG00000102797.1	Gm37710	0	0	0	0	0
ENSMUSG00000102799.1	Gm32295	0	0	0	0	0
ENSMUSG00000102800.1	Gm37479	0	0	0	0	0
ENSMUSG00000102801.1	Gm37478	0	0	0	0	0
ENSMUSG00000102802.3	Mgam2-ps	0	0	0	0	0
ENSMUSG00000102803.1	Gm37477	0	0	0	0	0
ENSMUSG00000102804.1	Gm37481	0	0	0	0	0
ENSMUSG00000102805.5	Gm37240	0	1.367941	1.322048	5.104643	4.853726
ENSMUSG00000102806.1	Ighv1-19-1	0	0	0	0	0
ENSMUSG00000102807.1	Gm37480	0	0	0	0	0
ENSMUSG00000102808.1	5430420F09Rik	0	0	0	0	0
ENSMUSG00000102809.1	Gm8643	0.235611	0.112876	0.859492	0.368034	0.078998
ENSMUSG00000102810.1	Gm37815	0	0	0	0	0
ENSMUSG00000102813.1	Gm37795	8.787892	10.108079	0.401264	0.381737	0.351677
ENSMUSG00000102814.1	Gm37812	0	0	0	0	0
ENSMUSG00000102815.1	Gm37813	0	0	0	0	0
ENSMUSG00000102816.1	Gm37814	0	0	0	0	0
ENSMUSG00000102817.2	Gm6185	0.045679	0	0	0	0
ENSMUSG00000102818.1	Gm37796	0	0	0	0	0
ENSMUSG00000102819.1	Gm37817	0	0	0	0	0
ENSMUSG00000102820.1	Gm38353	0	0	0	0	0
ENSMUSG00000102821.1	Trbv8	0	0	0	0	0
ENSMUSG00000102822.1	1700113B19Rik	0	0	0	0	0
ENSMUSG00000102824.1	Pdcd5-ps	0	33.164127	52.740886	20.338211	18.87342
ENSMUSG00000102825.1	Gm36990	0	0	0	0	0
ENSMUSG00000102826.1	Gm38181	0	0	0	0	0
ENSMUSG00000102827.1	Gm8242	0	0	0	0	0
ENSMUSG00000102828.5	Gm38182	0.22507	1.200331	0	0	0.580626
ENSMUSG00000102830.1	Gm37012	0.111043	0	0.128376	0	0.101468
ENSMUSG00000102831.1	Gm37382	0	0	0	0	0
ENSMUSG00000102832.1	Gm5190	0	0	0	0	0
ENSMUSG00000102833.1	Gm9694	0	0	0	0.066878	0
ENSMUSG00000102834.2	1700029B24Rik	0	0	0	0	0
ENSMUSG00000102835.5	Gm37572	0	0	0	0	0
ENSMUSG00000102836.1	Gm37013	0	0	0	0	0
ENSMUSG00000102837.1	Gm37383	0	0	0	0.300071	0
ENSMUSG00000102838.1	Gm37014	0	0	0	0	0
ENSMUSG00000102839.1	Gm37385	0	0	19.370826	35.66699	34.897898
ENSMUSG00000102840.1	Gm38037	0.103601	0.520248	0.419469	0.504439	0.798111
